number	weight	playerName	hometown	pos	height	playerId	summary	class
25	215	Kevin Spicer	Estero, FL	F	78	kevin-spicer-1	10.0 Pts, 7.2 Reb, 0.7 Ast	SR
21	190	Ralfeal Golden	Memphis, TN	F	76	ralfeal-golden-1	12.9 Pts, 5.4 Reb, 1.2 Ast	SR
32	181	Alexander Oliver	Knoxville, TN	G	73	alexander-oliver-1	8.3 Pts, 2.9 Reb, 2.0 Ast	JR
24	215	Jermaine Smith	Addison, TX	F	76	jermaine-smith-1	6.2 Pts, 4.3 Reb, 1.1 Ast	SR
50	185	George Savage	Montgomery, AL	G	74	george-savage-1	6.5 Pts, 2.6 Reb, 0.7 Ast	JR
40	215	Richard Lott	Fayetteville, GA	F	79	richard-lott-1	4.2 Pts, 2.5 Reb, 0.4 Ast	SO
30	185	Joel Bosh	Dallas, TX	F	79	joel-bosh-1	3.5 Pts, 2.8 Reb, 0.3 Ast	FR
5	170	Dustin Richmond	Memphis, TN	G	70	dustin-richmond-1	3.7 Pts, 2.2 Reb, 2.4 Ast	SO
10	185	Herbert Warren	Saginaw, MI	G	75	herbert-warren-1	4.6 Pts, 1.8 Reb, 0.5 Ast	SO
11	165	Lamarquis Blake	Palm Bay, FL	G	71	lamarquis-blake-2	2.5 Pts, 0.9 Reb, 1.3 Ast	JR
	185	Cedric Mitchell	Decator, GA	G	75	cedric-mitchell-1	2.9 Pts, 1.9 Reb, 0.8 Ast	SO
12	170	Reginald Jackson	Hogansville, GA	G	72	reginald-jackson-1	2.8 Pts, 1.0 Reb, 0.8 Ast	FR
21	185	Miguel Morton	Decatur, GA	F	82	miguel-morton-1	0.9 Pts, 1.5 Reb, 0.1 Ast	FR
		Josh Brewster		F	79	josh-brewster-1	1.0 Pts, 0.9 Reb, 0.4 Ast	FR
22	185	Earl Howard	Montgomery, AL	F	78	earl-howard-1	1.0 Pts, 0.6 Reb, 0.2 Ast	JR
34	185	Tyrece Legette	Dahlonega, GA	F	76	tyrece-legette-1	0.0 Pts, 1.0 Reb, 0.0 Ast	FR
