number	weight	playerName	hometown	pos	height	playerId	summary	class
4	195	Nate Johnson	Kansas City, KS	G	74	nate-johnson-4	13.0 Pts, 4.6 Reb, 1.6 Ast	SR
50	250	Andrew Drevo	Lincoln, NE	F	81	andrew-drevo-1	10.8 Pts, 4.3 Reb, 1.7 Ast	SR
44	245	John Turek	Council Bluffs, IA	F	81	john-turek-1	9.8 Pts, 5.9 Reb, 0.9 Ast	JR
20	230	Brian Conklin	Hubbard, OH	F	83	brian-conklin-1	8.0 Pts, 3.8 Reb, 1.2 Ast	SR
12	200	Jake Muhleisen	Lincoln, NE	G	76	jake-muhleisen-1	7.7 Pts, 3.3 Reb, 1.7 Ast	JR
10	180	Marcus Neal	Annapolis, MD	G	72	marcus-neal-2	5.3 Pts, 1.8 Reb, 2.0 Ast	FR
1	200	Jason Dourisseau	Omaha, NE	G	78	jason-dourisseau-1	5.3 Pts, 2.0 Reb, 0.6 Ast	SO
21	205	Corey Simms	St. Louis, MO	G	77	corey-simms-1	4.8 Pts, 3.6 Reb, 1.3 Ast	JR
3	165	Charles Richardson	Maywood, IL	G	69	charles-richardson-1	2.2 Pts, 2.0 Reb, 2.1 Ast	FR
11	220	Wes Wilkinson	Grand Island, NE	F	82	wes-wilkinson-1	2.3 Pts, 1.4 Reb, 0.5 Ast	SO
45	255	Tony Wilbrand	Alliance, NE	C	82	tony-wilbrand-1	1.0 Pts, 0.9 Reb, 0.2 Ast	SO
15	220	Bronsen Schliep	Fairfield, NE	F	80	bronsen-schliep-1	1.6 Pts, 0.8 Reb, 0.3 Ast	SO
24	202	James Reynolds	Los Angeles, CA	G	74	james-reynolds-1	1.4 Pts, 0.4 Reb, 0.1 Ast	FR
1	220	Shuan Stegall	Stone Mountain, GA	F	79	shaun-stegall-1	1.0 Pts, 0.6 Reb, 0.1 Ast	FR
25	180	Adam Bohac	Kimball, NE	G	73	adam-bohac-1	0.2 Pts, 0.1 Reb, 0.3 Ast	SR
