number	weight	playerName	hometown	pos	height	playerId	summary	class
15	200	Jamal Daniels	Savannah, GA	G	76	jamal-daniels-1	12.1 Pts, 4.8 Reb, 1.7 Ast	SO
42	225	Donald Carson	Darlington, SC	F	74	donald-carson-1	8.8 Pts, 4.1 Reb, 0.5 Ast	JR
54	235	Sherard Reddick	Savannah, GA	F	80	sherard-reddick-1	6.9 Pts, 6.3 Reb, 0.8 Ast	JR
12	170	Ajmal Gordon	Savannah, GA	G	74	ajmal-gordon-1	6.5 Pts, 1.9 Reb, 0.6 Ast	JR
12	210	P.L. Henderson	McDonough, GA	F	79	pl-henderson-2	4.4 Pts, 2.5 Reb, 0.4 Ast	FR
34	210	Mike Mitchell	San Antonio, TX	F	77	mike-mitchell-2	4.4 Pts, 2.6 Reb, 0.2 Ast	FR
21	190	Jasmin Lowe	Savannah, GA			jasmin-lowe-1	8.7 Pts, 5.0 Reb, 1.5 Ast	FR
10	150	Josh Barker	Jonesboro, GA	G	70	josh-barker-1	3.8 Pts, 1.9 Reb, 2.5 Ast	FR
24	175	Dairein Taylor	Savannah, GA	G	74	dairein-taylor-1	3.0 Pts, 1.4 Reb, 0.1 Ast	FR
5	180	Chris Daniel	Atlanta, GA	G	73	chris-daniel-1	2.0 Pts, 1.5 Reb, 1.8 Ast	SR
31	225	Kirk Bunn	Brooklyn, NY	F	78	kirk-bunn-2	3.4 Pts, 2.4 Reb, 0.6 Ast	FR
4	170	John Lundy	Jacksonville, FL	G	76	john-lundy-1	2.6 Pts, 1.1 Reb, 0.2 Ast	SR
55	230	Thomas Simpson	Savannah, GA	F	79	thomas-simpson-1	3.5 Pts, 2.2 Reb, 0.0 Ast	SR
13	225	Winston Martinez	Bronx, NY	F	77	winston-martinez-1	0.7 Pts, 1.4 Reb, 0.1 Ast	JR
10	170	Carlos Smalls	Savannah, GA	G	69	carlos-smalls-1	1.7 Pts, 0.9 Reb, 0.4 Ast	JR
23	175	Mike Bennett	Aberdeen, MD	G	74	mike-bennett-1	0.7 Pts, 0.0 Reb, 0.2 Ast	SO
	170	William Gordon	Olney, MD	G	69	william-gordon-1	2.0 Pts, 1.0 Reb, 0.0 Ast	FR
