number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	215	Brett Barney	Wichita, KS	F	81	brett-barney-1	1.3 Pts, 0.6 Reb, 0.0 Ast		FR
1	213	Zach Brown	Houston, TX	F	78	zach-brown-2	9.3 Pts, 3.9 Reb, 2.0 Ast	Sunrise Christian Academy (KS)	JR
5	200	Zach Bush	Wichita, KS	G	78	zach-bush-1	0.3 Pts, 0.4 Reb, 0.2 Ast	Goddard Eisenhower HS	SR
33	165	Conner Frankamp	Wichita, KS	G	72	conner-frankamp-1	6.1 Pts, 1.4 Reb, 2.8 Ast	Wichita North	JR
25	225	Eric Hamilton	Atlanta, GA	F	81	eric-hamilton-1	1.2 Pts, 1.5 Reb, 0.1 Ast	Duluth HS (GA)	SO
	232	Rashard Kelly	Fredericksburg, VA	F	79	rashard-kelly-1	4.8 Pts, 3.8 Reb, 0.5 Ast	Hargrave Military Academy	JR
3	194	C.J. Keyser	Baltimore, MD	G	75	cj-keyser-1	2.3 Pts, 0.8 Reb, 0.6 Ast		FR
10	176	Kaelen Malone	Mckinney, TX	G	73	kaelen-malone-1	0.7 Pts, 0.4 Reb, 0.2 Ast		SO
32	185	Markis McDuffie	Paterson, NJ	F	80	markis-mcduffie-1	12.0 Pts, 5.3 Reb, 1.7 Ast	St. Anthony HS	SO
24	261	Shaquille Morris	Edmond, OK	C	79	shaquille-morris-1	7.8 Pts, 3.5 Reb, 0.6 Ast	Memorial HS	JR
20	242	Rauno Nurger	Tallin, Estonia	C	82	rauno-nurger-1	5.1 Pts, 2.9 Reb, 0.6 Ast	Sunrise Christian Academy (KS)	JR
12	179	Austin Reaves	Newark, AR	G	77	austin-reaves-1	6.0 Pts, 2.5 Reb, 1.5 Ast		FR
11	179	Landry Shamet	Kansas City, MO	G	76	landry-shamet-1	9.9 Pts, 2.7 Reb, 3.0 Ast	Park Hill HS	FR
14	171	John Robert Simon	Oklahoma City, OK	G	70	john-robert-simon-1	1.2 Pts, 0.4 Reb, 0.7 Ast	Putnam City North HS	SR
2	175	Daishon Smith	Jacksonville, FL	G	73	daishon-smith-1	6.9 Pts, 3.0 Reb, 3.1 Ast		JR
21	221	Darral Willis Jr.	Madison, WI	F	81	darral-willisjr-1	12.5 Pts, 6.3 Reb, 0.7 Ast		JR
