number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	220	Shakir Brown	Baltimore, MD	F	79	shakir-brown-1	6.9 Pts, 3.0 Reb, 1.1 Ast	Patterson High School	SR
21	240	Dimitrije Cabarkapa	Novi Sad, Serbia	F	82	dimitrije-cabarkapa-1	3.4 Pts, 2.7 Reb, 0.2 Ast	High Medical School	SR
40	225	Yohanny Dalembert	Port-au-prince, Haiti	F	80	yohanny-dalembert-1	8.6 Pts, 5.1 Reb, 0.3 Ast	Lower Merion HS	SR
12	185	Vince Holmes	Jupiter, FL	G	76	vince-holmes-1	1.8 Pts, 2.2 Reb, 1.8 Ast		SO
11	195	Terrence Johnson	Tucson, AZ	G	76	terrence-johnson-1	1.2 Pts, 0.8 Reb, 0.2 Ast		SO
10	185	Jackson Kent	High Point, NC	G	79	jackson-kent-1	13.5 Pts, 4.6 Reb, 2.4 Ast	High Point Christian HS	SR
55	220	Ivan Lukic	Loznica, Serbia	F	80	ivan-lukic-1	3.8 Pts, 2.7 Reb, 0.2 Ast	ABCD Academy (IA)	SR
4	160	Joey McLean	Greensboro, NC	G	72	joey-mclean-1	10.3 Pts, 2.4 Reb, 2.6 Ast	High Point Christian HS	JR
3	190	Stuckey Mosley	Orlando, FL	G	75	stuckey-mosley-1		Timber Creek	JR
	195	Tyriq Nady		G	70	tyriq-nady-1	0.0 Pts, 0.5 Reb, 0.3 Ast		FR
13	205	Paulius Satkus	Raudondvaris, Lithuania	F	80	paulius-satkus-1	6.6 Pts, 2.6 Reb, 1.0 Ast	Barking Abbey (England)	SR
22	205	Gerron Scissum	Huntsville, AL	F	80	gerron-scissum-1		Lee-Huntsville HS	SO
23	210	Ramone Snowden	Virginia Beach, VA	F	77	ramone-snowden-1	5.9 Pts, 4.8 Reb, 1.9 Ast	Kellam	JR
15	220	Tom Vodanovich	Wellington, New Zealand	F	80	tom-vodanovich-1	7.4 Pts, 4.3 Reb, 1.4 Ast	St. Patricks College	SR
