number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
12	253	Jamar Akoh	Rancho Cucamonga, CA	F	80	jamar-akoh-1		Los Osos HS	JR
10	218	Alphonso Anderson	Tacoma, WA	F	78	alphonso-anderson-1			FR
30	215	Gavin DeJong	Manhattan, MT	F	78	gavin-dejong-1	0.4 Pts, 0.6 Reb, 0.0 Ast	Manhattan HS	SO
41	214	Donaven Dorsey	Lacey, WA	G	79	donaven-dorsey-1		Timberline HS	JR
1	172	Mario Dunn	Oakland, CA	G	72	mario-dunn-1	3.2 Pts, 1.5 Reb, 1.4 Ast	Salesian	SR
34	190	Brandon Gfeller	Colfax, WA	G	76	brandon-gfeller-1	5.2 Pts, 1.0 Reb, 0.4 Ast	Colfax HS	SR
	225	Fabijan Krslovic	Sydney, Australia	F	80	fabijan-krslovic-1	6.0 Pts, 7.1 Reb, 1.2 Ast	St. Aloysius HS	JR
	210	Jack Lopez	Bankstown, Australia	F	77	jack-lopez-1	6.8 Pts, 2.5 Reb, 0.8 Ast	Jannali HS	SR
32	185	Aaron Misipeka-Ward	Florence, MT	G	74	aaron-misipeka-ward-1	0.0 Pts, 1.0 Reb, 0.2 Ast		SR
24	190	Bobby Moorehead	Tacoma, WA	G	78	bobby-moorehead-1	3.4 Pts, 2.8 Reb, 0.7 Ast	Stadium HS	SO
	175	Michael Oguine	Chatsworth, CA	G	73	michael-oguine-1	9.5 Pts, 5.6 Reb, 1.3 Ast	Chaminade Prep HS	SO
4	195	Sayeed Pridgett	Oakland, CA	G	77	sayeed-pridgett-1	8.2 Pts, 3.9 Reb, 1.1 Ast		FR
14	175	Ahmaad Rorie	Tacoma, WA	G	72	ahmaad-rorie-1	16.4 Pts, 3.5 Reb, 3.2 Ast	Lincoln	SO
33	217	Jared Samuelson	Billings, MT	F	79	jared-samuelson-1	5.4 Pts, 2.6 Reb, 0.5 Ast	West HS	FR
15	170	Trevor Spoja	Billings, MT	G	75	trevor-spoja-1	0.3 Pts, 0.0 Reb, 0.3 Ast		FR
5	165	Walter Wright	Waterbury, CT	G	70	walter-wright-1	11.4 Pts, 2.2 Reb, 3.2 Ast	Wilby HS	SR
