number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
5	190	DeVon Barnett	Waldorf, MD	F	77	devon-barnett-1	7.8 Pts, 5.4 Reb, 1.4 Ast	Riverdale Baptist Church	JR
32	185	Travis Berry	Elmont, NY	G	76	travis-berry-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Kent School (CT)	SR
44	220	Matej Buovac	Zagreb, Croatia	F	79	matej-buovac-1	8.4 Pts, 3.1 Reb, 0.5 Ast	La Lumiere School	SR
22	182	Sean Hoehn	Morristown, NJ	G	74	sean-hoehn-1	7.2 Pts, 2.4 Reb, 2.8 Ast	St. Thomas More	SO
13	185	Cavan LaRose	Ogdensburg, NY	F	75	cavan-larose-1	0.0 Pts, 0.0 Reb, 0.0 Ast		SR
30	185	Kinnon LaRose	Ogdensburg, NY	G	75	kinnon-larose-1			SO
21	225	Joseph Lopez	Miami, FL	F	78	joseph-lopez-1	12.5 Pts, 8.4 Reb, 0.8 Ast	South Miami	JR
31	215	Mario Matasovic	Gornja Vrba, Croatia	F	80	mario-matasovic-1	4.4 Pts, 3.1 Reb, 0.2 Ast	St. John's NW Military Academy	JR
11	180	Quincy McKnight	Bridgeport, CT	G	75	quincy-mcknight-1	18.2 Pts, 5.1 Reb, 3.1 Ast	St. Joseph's HS	SO
12	182	Shawn Montague	Yorktown Heights, NY	G	77	shawn-montague-1	1.9 Pts, 2.0 Reb, 0.3 Ast		FR
2	185	Zach Radz	Watervliet, NY	G	74	zach-radz-1	0.8 Pts, 0.6 Reb, 0.4 Ast		FR
14	215	Chris Robinson	Bronx, NY	G	75	chris-robinson-2	5.8 Pts, 3.1 Reb, 1.2 Ast	Cardinal Hayes HS	JR
10	188	Charles Tucker Jr.	Lansing, MI	G	73	charles-tuckerjr-1	6.9 Pts, 2.2 Reb, 4.4 Ast		JR
3	215	Cole Walton	Bellevue, WA	C	83	cole-walton-1	1.0 Pts, 1.9 Reb, 0.3 Ast	Bellevue HS	SR
