number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	170	JoJo Anderson	Houston, TX	G	75	jojo-anderson-1	6.8 Pts, 2.9 Reb, 2.9 Ast		FR
32	175	Chris Bowling	Gilbert, AZ	G	78	chris-bowling-1	1.3 Pts, 1.1 Reb, 0.1 Ast		FR
2	230	Corey Brown	Hollywood, FL	F	80	corey-brown-4	1.6 Pts, 1.8 Reb, 0.2 Ast	McArthur HS	SO
12	178	Kye de Laveaga	Scottsdale, AZ	G	73	kye-de-laveaga-1	2.1 Pts, 0.4 Reb, 0.0 Ast	Westwind Prep	JR
41	150	Marcus DeBerry	Union City, TN	G	77	marcus-deberry-1	10.2 Pts, 3.6 Reb, 2.0 Ast	Union City HS	SO
22	215	Brooks DeBisschop	West Linn, OR	F	80	brooks-debisschop-1	5.4 Pts, 3.8 Reb, 0.8 Ast		FR
5	150	Mike Green	Fort Lauderdale, FL	G	70	mike-green-5	12.0 Pts, 2.2 Reb, 2.7 Ast	Dillard HS	SO
	165	Torry Johnson	Chicago, IL	G	75	torry-johnson-1	0.0 Pts, 0.5 Reb, 0.0 Ast	Morgan Park HS	SO
11	276	Ako Kaluna	Santa Clarita, CA	F	79	ako-kaluna-1	9.4 Pts, 4.7 Reb, 1.4 Ast	West Ranch HS	SR
34	210	Jordyn Martin	Las Vegas, NV	F	79	jordyn-martin-1	11.5 Pts, 8.1 Reb, 0.8 Ast	Palo Verde HS	SR
3	160	Omar Ndiaye	Santa Fe, NM	G	73	omar-ndiaye-1	3.0 Pts, 1.0 Reb, 0.0 Ast	Monte Del Sol HS	SO
10	165	Jaleni Neely	Chicago, IL	G	72	jaleni-neely-1	8.7 Pts, 2.6 Reb, 3.6 Ast	Simeon	SR
30	175	Travis Rice	Las Vegas, NV	G	74	travis-rice-1			FR
13	225	Felix Rivera-Vega	Hollywood, FL	F	78	felix-rivera-vega-1	4.2 Pts, 3.0 Reb, 0.5 Ast	McArthur HS	SO
14	240	Raynard Robinson	Deerfield Beach, FL	F	80	raynard-robinson-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
35	185	Aziz Seck	Dakar, Senegal	G	79	aziz-seck-1	1.6 Pts, 2.1 Reb, 0.0 Ast		FR
20	210	Steven Stanley	Phoenix, AZ	F	79	steven-stanley-1	2.4 Pts, 1.8 Reb, 0.4 Ast	Brophy College Prep HS	SO
33	230	Isaiah Thomas	Oakland, CA	F	81	isaiah-thomas-2	1.6 Pts, 1.8 Reb, 0.0 Ast	Bishop O'Dowd HS	SO
