number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
15	206	Yito Alvarado	San Juan, Puerto Rico	F	79	yito-alvarado-1	0.0 Pts, 1.0 Reb, 0.0 Ast		FR
	177	Henry Beard		G	72	henry-beard-1	0.0 Pts, 0.0 Reb, 1.0 Ast		
10	175	Michael Bibby	Phoenix, AZ	G	75	michael-bibby-1	5.9 Pts, 1.8 Reb, 2.1 Ast		FR
11	185	Jake Bodway	Bloomington, MN	G	74	jake-bodway-1	1.5 Pts, 0.8 Reb, 0.5 Ast	Bloomington Jefferson HS	JR
21	210	Tulio Da Silva	Forman, ND	F	80	tulio-dasilva-1	10.7 Pts, 8.2 Reb, 0.8 Ast		FR
24	237	Malik Fitts	Rancho Cucamonga, CA	F	80	malik-fitts-1	7.3 Pts, 4.5 Reb, 1.1 Ast		FR
33	225	Ruben Guerrero	Marbella, Spain	C	83	ruben-guerrero-1	4.6 Pts, 5.6 Reb, 1.0 Ast	Sunrise Christian Academy	JR
25	200	Troy Holston	Queens, NY	G	76	troy-holston-1	11.5 Pts, 1.7 Reb, 0.9 Ast	Oldsmar Christian HS	SO
1	235	Isaiah Manderson	Bronx, NY	F	82	isaiah-manderson-1	0.8 Pts, 1.4 Reb, 0.0 Ast	Oldsmar Christian School (FL)	JR
5	214	Malik Martin	Miami, FL	F	83	malik-price-martin-1		Faith Baptist HS	JR
	175	Jahmal McMurray	Topeka, KS	G	72	jahmal-mcmurray-1	20.3 Pts, 2.7 Reb, 2.0 Ast		SO
42	245	Luis Santos	Bronx, NY	F	80	luis-santos-1	5.5 Pts, 3.5 Reb, 0.2 Ast	Sunrise Christian HS	SO
13	180	Geno Thorpe	Pittsburgh, PA	G	75	geno-thorpe-1	13.6 Pts, 3.9 Reb, 4.0 Ast	Shaler	JR
35	202	Bo Zeigler	Detroit, MI	F	78	bo-zeigler-1	6.7 Pts, 4.1 Reb, 1.7 Ast	Community HS	JR
