number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
15	155	Antonio Bruno	Youngstown, OH	G	69	antonio-bruno-1	0.0 Pts, 0.0 Reb, 1.0 Ast		FR
4	205	Tavrion Dawson	Long Beach, CA	F	80	tavrion-dawson-1	13.7 Pts, 5.6 Reb, 1.5 Ast	Gardena Serra HS	JR
0	190	Sam Finley	Riverside, CA	G	74	sam-finley-1		Centennial	SR
	228	Dylan Johns		C	83	dylan-johns-1	2.8 Pts, 2.0 Reb, 0.4 Ast	Trent Internationale	JR
3	200	Darin Johnson	Sacramento, CA	G	77	darin-johnson-1	13.5 Pts, 4.3 Reb, 2.1 Ast	Sheldon	JR
5	273	Mahamadou Kaba-Camara	Conakry, Guinea	C	84	mahamadou-kaba-camara-1	1.3 Pts, 1.5 Reb, 0.0 Ast		FR
2	260	Rakim Lubin	Miami, FL	F	80	rakem-lubin-1	9.3 Pts, 5.7 Reb, 0.5 Ast	Buford (GA)	SO
14	185	Mehran Nazarian	Hawthorne, CA	G	75	mehran-nazarian-1	1.0 Pts, 0.0 Reb, 0.0 Ast	North Torrance HS	SO
42	252	Blair Orr	Camarillo, CA	C	80	blair-orr-1	0.3 Pts, 0.7 Reb, 0.0 Ast		SO
22	198	Aaron Parks	Baltimore, MD	G	75	aaron-parks-1	11.5 Pts, 4.4 Reb, 2.4 Ast	Notre Dame Prep HS	SR
10	219	Jason Richardson	Hawthorne, CA	G	74	jason-richardson-2	4.3 Pts, 0.5 Reb, 0.8 Ast	Gasrdena Serra HS	SO
13	180	Julian Richardson	Woodland Hills, CA	G	75	julian-richardson-1	0.0 Pts, 0.3 Reb, 0.7 Ast	El Camino Real	JR
0	190	Lyrik Shreiner	Phoenix, AZ	G	75	lyrik-shreiner-1			SO
	180	Kendall Smith	Antioch, CA	G	75	kendall-smith-2	15.5 Pts, 4.3 Reb, 4.8 Ast	Deer Valley	JR
12	245	Siyao Sun	Beijing, China	F	82	siyao-sun-1	2.0 Pts, 5.0 Reb, 0.0 Ast		FR
0	196	Anthony Swan	Los Angeles, CA	F	79	anthony-swan-1		Virginia Episcopal	JR
24	210	Reggie Theus	Los Angeles, CA	F	78	reggie-theus-2	1.9 Pts, 1.1 Reb, 0.6 Ast	Fairfax	JR
1	180	Micheal Warren	Washington, DC	G	76	michael-warren-1	6.9 Pts, 2.8 Reb, 2.1 Ast	Theodore Roosevelt HS	JR
23	185	Jerron Wilbut	Chicago, IL	G	75	jerron-wilbut-1	3.0 Pts, 1.6 Reb, 0.5 Ast	Downers Grove South HS	JR
