number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	190	Jordan Bell	Long Beach, CA	F	79	jordan-bell-1	10.4 Pts, 7.9 Reb, 1.5 Ast	Long Beach Poly HS	JR
2	175	Casey Benson	Tempe, AZ	G	75	casey-benson-1	4.1 Pts, 2.0 Reb, 2.4 Ast	Corona Del Sol HS	JR
	230	Kavell Bigby-Williams		F	83	kavell-bigby-williams-1	3.5 Pts, 3.1 Reb, 0.1 Ast		JR
25	200	Chris Boucher	Quebec, Canada	F	82	chris-boucher-1	14.1 Pts, 7.3 Reb, 0.7 Ast	Damase Boulanger (Quebec)	SR
24	205	Dillon Brooks	Ontario, Canada	F	77	dillon-brooks-1	13.8 Pts, 2.6 Reb, 3.0 Ast	Findlay Prep	JR
4	225	M.J. Cage	Santa Ana, CA	F	82	mj-cage-1			FR
5	180	Tyler Dorsey	Los Angeles, CA	G	76	tyler-dorsey-1	13.0 Pts, 3.4 Reb, 1.4 Ast	Maranatha HS	SO
31	192	Dylan Ennis	Ontario, Canada	G	74	dylan-ennis-1	11.6 Pts, 4.6 Reb, 3.5 Ast	Lake Forest Academy	SR
10	178	Charlie Noebel	Irvine, CA	G	74	charlie-noebel-1	0.0 Pts, 0.5 Reb, 0.0 Ast	Mater Dei HS	SR
3	200	Payton Pritchard	West Linn, OR	G	74	payton-pritchard-1	7.8 Pts, 2.6 Reb, 3.8 Ast		FR
11	205	Keith Smith	Seattle, WA	F	79	keith-smith-5	2.8 Pts, 1.4 Reb, 0.9 Ast		FR
41	225	Roman Sorkin	Ashdod, Israel	F	82	roman-sorkin-1	4.9 Pts, 3.1 Reb, 0.6 Ast	Hof HaSharon HS	JR
13	235	Paul White	Chicago, IL	F	81	paul-white-1		Whitney Young HS	JR
