number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
22	180	Thomas Capuano	Hastings On Hudson, NY	G	71	thomas-capuano-1	7.1 Pts, 2.6 Reb, 2.1 Ast	Iona Prep	SO
	160	Na'Quan Council	Blackwood, NJ	G	72	naquan-council-1	6.0 Pts, 1.7 Reb, 0.8 Ast		FR
14	205	Calvin Crawford	Middletown, NY	F	80	calvin-crawford-1	8.2 Pts, 3.3 Reb, 0.7 Ast	Valley Central	JR
35	210	Oliver Ehrnvall	Uppsala, Sweden	F	79	oliver-ehrnvall-1	0.4 Pts, 1.0 Reb, 0.1 Ast		FR
15	285	Ahmed Ismail	Cairo, Egypt	C	86	ahmed-ismail-1	4.3 Pts, 5.1 Reb, 0.3 Ast		JR
21	170	Matt Maloney	Somers, NY	G	73	matt-maloney-2			SO
1	220	Ak Ojo	Lagos, Nigeria	C	82	ak-ojo-1	1.3 Pts, 2.4 Reb, 0.0 Ast		SO
12	270	Zavier Peart	Miami, FL	F	82	zavier-peart-1	4.9 Pts, 3.3 Reb, 0.2 Ast		JR
3	168	Zavier Turner	Indianapolis, IN	G	69	zavier-turner-1	16.3 Pts, 2.9 Reb, 3.4 Ast	Pike	JR
52	205	Samson Usilo	Lagos, Nigeria	G	76	samson-usilo-1	2.8 Pts, 3.1 Reb, 0.4 Ast	Nazareth HS	SO
11	190	Aaron Walker	Brooklyn, NY	G	74	aaron-walker-1	9.0 Pts, 3.0 Reb, 1.8 Ast		FR
4	220	Zane Waterman	Winston-salem, NC	F	81	zane-waterman-1	12.5 Pts, 7.3 Reb, 0.6 Ast	Fayetteville Academy	JR
23	190	Rich Williams	Brooklyn, NY	G	77	rich-williams-1		Transit Tech/Vermont Academy	SR
20	185	Sky Williams	Tuckahoe, NY	G	74	sky-williams-1	1.0 Pts, 0.0 Reb, 0.0 Ast		SR
5	175	Tyler Wilson	Bronx, NY	G	72	tyler-wilson-1	2.3 Pts, 1.1 Reb, 1.5 Ast	Cardinal Hayes HS	SR
