number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	195	Gabe Adzich	Cupertino, CA	G	76	gabe-adzich-1			FR
1	215	Desmond Bane	Richmond, IN	G	77	desmond-bane-1	8.7 Pts, 3.3 Reb, 0.9 Ast		FR
10	215	Vladimir Brodziansky	Prievidza, Slovakia	F	82	vladimir-brodziansky-1	11.4 Pts, 5.2 Reb, 0.3 Ast	Canarias Basketball Academy	JR
20	185	Dalton Dry	Fort Worth, TX	G	75	dalton-dry-1	0.5 Pts, 0.3 Reb, 0.3 Ast	Fort Worth Country Day HS	JR
	195	Jaylen Fisher	Arlington, TN	G	74	jaylen-fisher-1	9.6 Pts, 1.9 Reb, 4.4 Ast		FR
15	235	JD Miller	Dallas, TX	F	80	jd-miller-1	7.4 Pts, 3.7 Reb, 0.9 Ast	Seagoville HS	SO
12	205	Kouat Noi		F	79	kouat-noi-1			FR
11	185	Brandon Parrish	Arlington, TX	G	78	brandon-parrish-1	7.1 Pts, 3.4 Reb, 0.8 Ast	Seguin HS	SR
5	220	Josh Parrish	Arlington, TX	G	77	josh-parrish-1	1.3 Pts, 0.8 Reb, 0.3 Ast		FR
25	174	Alex Robinson	Fort Worth, TX	G	73	alex-robinson-2	11.6 Pts, 2.1 Reb, 5.2 Ast	Timberview HS	SO
32	225	Karviar Shepherd	Dallas, TX	F	82	karviar-shepherd-1	5.8 Pts, 3.4 Reb, 0.8 Ast	Prime Prep Academy	SR
45	225	Austin Sottile	St. Louis, MO	F	78	austin-sottile-1	0.7 Pts, 0.2 Reb, 0.3 Ast		JR
3	185	Malique Trent	Portsmouth, VA	G	74	malique-trent-1	3.8 Pts, 1.2 Reb, 1.0 Ast	Norcom HS (VA)	JR
33	240	Chris Washburn	Grand Prairie, TX	F	80	chris-washburn-2	2.7 Pts, 2.1 Reb, 0.5 Ast	South Grand Prairie	SR
34	185	Kenrich Williams	Waco, TX	G	74	kenrich-williams-1	9.5 Pts, 9.5 Reb, 1.9 Ast	Reagan	JR
2	185	Michael Williams	San Antonio, TX	G	74	michael-williams-6	3.0 Pts, 0.8 Reb, 0.6 Ast	Reagan HS	SR
