number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
5	208	TeMarcus Blanton	Locust Grove, GA	G	77	temarcus-blanton-1	1.8 Pts, 1.0 Reb, 0.0 Ast	Luella HS	SO
13	173	Tommy Corchiani	Raleigh, NC	G	73	tommy-corchiani-1	0.0 Pts, 0.3 Reb, 0.0 Ast		FR
15	185	PJ Dozier	Columbia, SC	G	79	pj-dozier-1	15.4 Pts, 4.9 Reb, 3.1 Ast	Spring Valley HS	SO
4	210	Rakym Felder	Brooklyn, NY	G	70	rakym-felder-1	5.6 Pts, 1.4 Reb, 1.6 Ast		FR
2	183	Hassani Gravett	Villa Rica, GA	G	73	hassani-gravett-1	4.4 Pts, 1.9 Reb, 1.8 Ast		SO
12	235	Khadim Gueye	Dakar, Senegal	F	84	khadim-gueye-1	0.8 Pts, 1.2 Reb, 0.1 Ast		FR
23	238	Evan Hinson	Deltona, FL	G	76	evan-hinson-1			FR
1	181	Kory Holden	Salisbury, MD	G	73	kory-holden-1		J.M. Bennett HS	JR
31	190	Jarrell Holliman	Alpharetta, GA	F	80	jarrell-holliman-1	0.5 Pts, 0.7 Reb, 0.2 Ast	Alpharetta (GA)	JR
24	240	Sedee Keita	Philadelphia, PA	F	81	sedee-keita-1	2.0 Pts, 2.4 Reb, 0.2 Ast		FR
21	245	Maik Kotsar	Tallin, Estonia	F	82	maik-kotsar-1	7.7 Pts, 5.3 Reb, 0.6 Ast		FR
20	196	Justin McKie	Columbia, SC	G	76	justin-mckie-1	5.3 Pts, 2.9 Reb, 1.5 Ast	Irmo HS	SR
10	216	Duane Notice	Ontario, Canada	G	74	duane-notice-1	10.1 Pts, 2.2 Reb, 2.5 Ast	St. Thomas More (CT)	SR
34	177	John Ragin	Eastover, SC	G	74	john-ragin-1		Cardinal Newman HS	SO
25	175	Christian Schmitt	Mars, PA	G	72	christian-schmitt-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
30	205	Chris Silva	Libreville, Gabon	F	81	chris-silva-1	9.7 Pts, 6.3 Reb, 0.3 Ast	Roselle Catholic HS	SO
	215	Sindarius Thornwell	Lancaster, SC	G	77	sindarius-thornwell-1	18.4 Pts, 7.2 Reb, 3.7 Ast	Oak Hill Academy	SR
	210	Ran Tut		F	81	ran-tut-1	0.9 Pts, 2.1 Reb, 0.3 Ast		JR
