number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
5	195	Amir Coffey	Hopkins, MN	G	80	amir-coffey-1	12.3 Pts, 3.5 Reb, 2.8 Ast		FR
24	235	Eric Curry	Memphis, TN	F	81	eric-curry-1	6.3 Pts, 6.0 Reb, 1.2 Ast		FR
41	230	Gaston Diedhiou	Dakar, Senegal	F	81	gaston-diedhiou-1	0.7 Pts, 0.7 Reb, 0.0 Ast	Canarias Academy	JR
20	220	Davonte Fitzgerald	Atlanta, GA	F	80	davonte-fitzgerald-1		Tucker	JR
32	210	Ahmad Gilbert	Philadelphia, PA	G	78	ahmad-gilbert-1	2.2 Pts, 1.2 Reb, 0.2 Ast	Constitution HS	SO
10	160	Darin Haugh	Prior Lake, MN	G	70	darin-haugh-1	0.0 Pts, 0.3 Reb, 0.5 Ast		SR
42	200	Michael Hurt	Rochester, MN	F	79	michael-hurt-1	1.4 Pts, 0.7 Reb, 0.3 Ast		FR
12	185	Jarvis Johnson	Minneapolis, MN	G	73	jarvis-johnson-1		DeLaSalle HS	SO
21	230	Bakary Konate	Bamako, Mali	C	83	bakary-konate-1	2.3 Pts, 3.5 Reb, 0.1 Ast	Sunrise Christian Academy	JR
22	257	Reggie Lynch	Edina, MN	C	82	reggie-lynch-1	8.5 Pts, 6.1 Reb, 0.4 Ast	Edina	JR
2	180	Nate Mason	Decatur, GA	G	73	nate-mason-1	14.5 Pts, 3.6 Reb, 5.9 Ast	Arlington Country Day	JR
1	175	Dupree McBrayer	Queens, NY	G	76	dupree-mcbrayer-1	12.3 Pts, 2.1 Reb, 3.3 Ast		SO
3	230	Jordan Murphy	San Antonio, TX	F	78	jordan-murphy-1	10.8 Pts, 8.4 Reb, 0.8 Ast	Brennan HS	SO
4	185	Brady Rudrud	Eden Prairie, MN	G	74	brady-rudrud-1	1.0 Pts, 0.3 Reb, 0.0 Ast		FR
15	195	Stephon Sharp	Bloomington, MN	G	75	stephon-sharp-1	0.3 Pts, 0.0 Reb, 0.2 Ast	Hopkins HS	SO
	210	Akeem Springs	Waukegan, IL	G	76	akeem-springs-1	8.6 Pts, 3.1 Reb, 1.2 Ast	Waukegan Township	SR
