number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
22	160	George Brock	New Orleans, LA	G	71	george-brock-1	2.4 Pts, 0.3 Reb, 0.8 Ast		JR
1	195	Jordan Capps	Norcross, GA	F	78	jordan-capps-1	22.0 Pts, 8.5 Reb, 1.0 Ast	Peachtree Ridge	SR
24	207	Keith Charleston	Little Rock, AR	G	80	keith-charleston-1			SR
2	185	Dimi Cook	Gulfport, MS	G	74	dimi-cook-1	3.6 Pts, 1.4 Reb, 1.3 Ast	Gulfport HS	SO
12	185	Michael Corchiani	Metairie, LA	G	72	michael-corchiani-1	2.3 Pts, 1.2 Reb, 0.9 Ast		FR
23	192	James Currington	Tuscaloosa, AL	F	78	james-currington-1	8.5 Pts, 6.9 Reb, 0.5 Ast	Paul Bryant	JR
3	175	Joshua Filmore	Orlando, FL	G	72	joshua-filmore-1		Wekiva HS	SR
20	200	Brandon Gonzalez	Punta Gorda, FL	F	78	brandon-gonzalez-1			FR
13	221	Moses Greenwood	Sharon, MS	F	79	moses-greenwood-1	12.5 Pts, 5.9 Reb, 0.4 Ast	Velma Jackson	SO
4	190	Davon Hayes	Portsmouth, VA	F	79	davon-hayes-1	12.8 Pts, 4.3 Reb, 1.7 Ast	Mont Clare Academy	JR
11	190	Chris Mejia	Hialeah Gardens, FL	G	75	chris-mejia-1	2.7 Pts, 0.4 Reb, 0.3 Ast		FR
15	250	Dominic Nelson	Harlem, NY	C	82	dominic-nelson-1	4.7 Pts, 7.2 Reb, 0.5 Ast		SR
10	195	Eddy Polanco	Bronx, NY	G	75	eddy-polanco-1	8.2 Pts, 3.9 Reb, 1.2 Ast		JR
5	190	Jabbar Singleton	New Orleans, LA	G	72	jabbar-singleton-1	4.0 Pts, 1.6 Reb, 2.9 Ast	Brother Martin	SR
	145	Marlain Veal	New Orleans, LA	G	67	marlain-veal-1	13.9 Pts, 3.2 Reb, 4.2 Ast	Helen Cox HS (LA)	SO
