number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	214	Corey Allen	Ypsilanti, MI	G	75	corey-allen-2	12.6 Pts, 2.2 Reb, 1.5 Ast		FR
4	189	DeShawndre Black	Westland, MI	G	74	deshawndre-black-1	3.7 Pts, 1.2 Reb, 2.4 Ast		JR
25	215	Gerald Blackshear	Detroit, MI	F	80	gerald-blackshear-1	6.8 Pts, 3.8 Reb, 0.4 Ast		SO
55	174	Ed Carter III	Detroit, MI	G	73	ed-carteriii-1	1.0 Pts, 0.7 Reb, 0.9 Ast		FR
10	225	Kameron Chatman	Portland, OR	G	81	kameron-chatman-1		Columbia Christian HS	JR
12	233	Malik Eichler	Berlin, Germany	F	85	malik-eichler-1	2.4 Pts, 0.9 Reb, 0.1 Ast		FR
15	231	Aaron Foster-Smith	Taylor, MI	F	78	aaron-foster-smith-1	3.5 Pts, 4.5 Reb, 0.3 Ast		SO
5	177	Matthew Grant	Los Angeles, CA	G	72	matthew-grant-1	4.8 Pts, 3.0 Reb, 1.0 Ast	Westchester HS	SR
21	242	Jaleel Hogan	Saginaw, MI	F	78	jaleel-hogan-1	14.3 Pts, 4.6 Reb, 0.7 Ast	Mt. Pleasant	JR
	186	Chris Jenkins	Detroit, MI	G	79	chris-jenkins-3	11.5 Pts, 7.0 Reb, 1.7 Ast	University of Detroit Jesuit	SR
32	235	Isaiah Jones	Antelope, CA	C	83	isaiah-jones-1			JR
20	190	Jacob Joubert	Farmington Hills, MI	G	74	jacob-joubert-1			FR
	206	Cole Long		F	80	cole-long-1	2.0 Pts, 2.2 Reb, 0.4 Ast		FR
23	170	Josh McFolley	Detroit, MI	G	72	josh-mcfolley-1	13.7 Pts, 2.3 Reb, 2.9 Ast		SO
2	170	Patrick Robinson Jr.	Ontario, Canada	G	71	patrick-robinsonjr-1	1.6 Pts, 0.3 Reb, 0.2 Ast	Chinguacousy Secondary School (Ont.)	SR
11	209	Jarod Williams	Danville, VA	G	73	jarod-williams-1	5.4 Pts, 3.1 Reb, 1.1 Ast	George Washington	SR
