number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	215	Kyle Clark	Wynyard, Australia	F	78	kyle-clark-1	4.1 Pts, 2.3 Reb, 0.5 Ast		SO
21	215	Evan Fitzner	San Diego, CA	C	82	evan-fitzner-1	4.2 Pts, 3.1 Reb, 0.4 Ast	Francis Parker School (CA)	SO
30	160	Jordan Ford	Folsom, CA	G	73	jordan-ford-1	3.8 Pts, 0.8 Reb, 0.9 Ast		FR
2	195	Stefan Gonzalez	Pocatello, ID	G	74	stefan-gonzalez-1	4.4 Pts, 0.9 Reb, 0.6 Ast	Highland HS	SO
24	200	Calvin Hermanson	Lake Oswego, OR	F	78	calvin-hermanson-1	11.3 Pts, 2.9 Reb, 0.7 Ast	Lake Oswego HS	JR
	215	Jordan Hunter	Vaucluse, Australia	C	82	jordan-hunter-2	1.7 Pts, 1.7 Reb, 0.1 Ast		SO
	200	Tanner Krebs		G	78	tanner-krebs-1	3.9 Pts, 1.1 Reb, 0.2 Ast		FR
12	185	Tommy Kuhse	Mesa, AZ	G	74	tommy-kuhse-1			FR
	255	Jock Landale	East Malvern, Australia	C	83	jock-landale-1	18.4 Pts, 9.7 Reb, 2.0 Ast	Geelong Grammar	JR
	195	Emmett Naar	Sydney, Australia	G	73	emmett-naar-1	10.3 Pts, 2.9 Reb, 5.7 Ast	Sydney Boys HS	JR
5	260	Jock Perry		C	85	jock-perry-1			FR
	225	Dane Pineau	Melbourne, Australia	F	81	dane-pineau-1	6.6 Pts, 5.9 Reb, 0.8 Ast	Melbourne Grammar	SR
25	195	Joe Rahon	San Diego, CA	G	74	joe-rahon-1	8.3 Pts, 3.8 Reb, 6.0 Ast	Torrey Pines	SR
15	200	Dan Sheets	San Ramon, CA	F	77	dan-sheets-1	0.0 Pts, 0.5 Reb, 0.0 Ast	Dougherty Valley HS	FR
10	210	Elijah Thomas	Peoria, AZ	F	77	elijah-thomas-2			FR
