number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	200	Jarriesse Blackmon	Layton, UT	F	79	jarriesse-blackmon-1	3.8 Pts, 3.0 Reb, 0.5 Ast	Layton HS	SO
5	276	Jalen Canty	Vallejo, CA	F	80	jalen-canty-1	10.2 Pts, 7.0 Reb, 1.5 Ast		JR
1	175	Eric Childress	Hawthorne, CA	G	72	eric-childress-1	7.1 Pts, 3.5 Reb, 3.7 Ast	Leuzinger HS	SR
34	190	Scotty Harris	Portola Valley, CA	G	77	scotty-harris-1			FR
12	215	Alex Hart	British Columbia, Canada	F	82	alex-hart-1	5.6 Pts, 4.7 Reb, 0.5 Ast	Immaculata HS	JR
21	183	Max Heidegger	Westlake Village, CA	G	74	max-heidegger-1	8.5 Pts, 2.6 Reb, 1.1 Ast		FR
35	284	Tyler Jackson	Naperville, IL	C	86	tyler-jackson-1			FR
10	190	Maxwell Kupchak	Los Angeles, CA	F	79	maxwell-kupchak-1	2.4 Pts, 2.6 Reb, 0.5 Ast	Brentwood School (CA)	SO
14	265	Ami Lakoju	Harlem, NY	F	80	ami-lakoju-1	6.7 Pts, 5.7 Reb, 0.5 Ast	St. Luke's School	SO
11	145	Tide Osifeso	Rancho Cucamonga, CA	G	70	tide-osifeso-1	1.8 Pts, 0.5 Reb, 0.0 Ast	Los Osos HS	SO
44	225	Andrew Pickles	Seattle, WA	F	80	andrew-pickles-1			FR
3	171	Clifton Powell	Woodland Hills, CA	G	77	clifton-powell-1	4.8 Pts, 1.9 Reb, 0.8 Ast		FR
43	215	J.D. Slajchert	Oak Park, CA	F	78	jd-slajchert-1	3.0 Pts, 3.1 Reb, 0.7 Ast		SO
23	195	Christian Terrell	Sacramento, CA	G	77	christian-terrell-2	2.7 Pts, 3.3 Reb, 1.5 Ast		FR
2	190	Gabe Vincent	Stockton, CA	G	75	gabe-vincent-1	15.8 Pts, 3.8 Reb, 2.8 Ast	St. Mary's HS	JR
13	170	Sam Walters	Soquel, CA	G	74	sam-walters-1	1.1 Pts, 0.0 Reb, 0.4 Ast	Soquel HS	SO
24	237	Felix White	Lagos, Nigeria	F	80	felix-white-1	0.0 Pts, 0.8 Reb, 0.0 Ast		FR
