number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
14	185	Ryan Beddeo	Valencia, CA	G	74	ryan-beddeo-1	0.0 Pts, 0.0 Reb, 1.0 Ast		FR
20	195	Sam Bittner	Las Vegas, NV	G	78	sam-bittner-1	1.0 Pts, 1.5 Reb, 0.9 Ast	Trinity International HS	SO
22	195	Ountae Campbell	Los Angeles, CA	G	76	ountae-campbell-1		Brentwood HS	SO
34	265	Terrell Carter	Los Angeles, CA	C	80	terrell-carter-1	6.8 Pts, 3.4 Reb, 0.5 Ast	Redondo Union HS	JR
4	226	Karachi Edo	Dallas, TX	F	78	karachi-edo-1	14.0 Pts, 7.6 Reb, 1.0 Ast	Berkner HS	SR
32	200	Nate Grimes	Las Vegas, NV	F	80	nate-grimes-1	1.6 Pts, 1.9 Reb, 0.1 Ast		FR
24	195	Jacob Holland	Los Lunas, NM	G	76	jacob-holland-1			JR
1	200	Jaron Hopkins	Mesa, AZ	G	78	jaron-hopkins-1	12.4 Pts, 5.4 Reb, 3.7 Ast	Dobson	JR
	175	Darryl McDowell-White		G	73	darryl-mcdowell-white-1	0.8 Pts, 0.0 Reb, 0.0 Ast		FR
10	195	Johnny McWilliams	San Marcos, CA	G	78	johnny-mcwilliams-1	1.5 Pts, 0.6 Reb, 0.3 Ast		FR
35	235	Lazaro Rojas	Sao Paulo, Brazil	F	83	lazaro-rojas-1			FR
13	225	Cullen Russo	Bloomington, MN	F	81	cullen-russo-1	10.0 Pts, 6.0 Reb, 2.6 Ast		SR
15	190	Grant Shell	Burlington, KS	G	75	grant-shell-1		Burlington HS	SO
21	165	Deshon Taylor	Riverside, CA	G	75	deshon-taylor-1	4.9 Pts, 2.0 Reb, 1.9 Ast	John W. North	SO
5	175	Jahmel Taylor	Los Angeles, CA	G	72	jahmel-taylor-1	12.4 Pts, 3.8 Reb, 1.8 Ast	Pacific Hills	JR
3	197	Paul Watson	Phoenix, AZ	G	79	paul-watson-1	13.6 Pts, 5.2 Reb, 1.3 Ast	Paradise Valley HS	SR
11	225	Bryson Williams	Fresno, CA	F	80	bryson-williams-1	6.7 Pts, 3.5 Reb, 0.1 Ast		FR
