number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
34	235	Doyin Akintobi-Adeyeye	Uniondale, NY	F	78	doyin-akintobi-adeyeye-1	0.9 Pts, 0.3 Reb, 0.0 Ast	Uniondale HS	SR
11	160	Adrian Autry	Jamesville, NY	G	72	adrian-autry-1	0.9 Pts, 0.0 Reb, 0.0 Ast	Jamesville-DeWitt HS	SO
25	205	Tyus Battle	Edison, NJ	G	78	tyus-battle-1	8.8 Pts, 1.8 Reb, 1.6 Ast		FR
10	185	Braedon Bayer	Lagrangeville, NY	G	76	braedon-bayer-1			SO
24	150	Shaun Belbey	Brick, NJ	G	70	shaun-belbey-1	0.2 Pts, 0.0 Reb, 0.2 Ast	Uniondale HS	SO
13	226	Paschal Chukwu	Westport, CT	C	86	paschal-chukwu-1	1.7 Pts, 4.1 Reb, 0.3 Ast	Fairfield Prep	SO
32	255	DaJuan Coleman	Jamesville, NY	C	81	dajuan-coleman-1	6.4 Pts, 5.3 Reb, 0.2 Ast	Jamesville-DeWitt HS	SR
14	170	Evan Dourdas	Jamesville, NY	G	72	evan-dourdas-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Jamesville-DeWitt HS	SO
35	150	Ray Featherston	Westport, CT	G	68	ray-featherston-1	1.0 Pts, 0.0 Reb, 0.0 Ast		FR
54	160	Ky Feldman	Agoura Hills, CA	G	70	ky-feldman-1	0.4 Pts, 0.3 Reb, 0.3 Ast	Agoura HS	SO
4	168	John Gillon	Houston, TX	G	72	john-gillon-1	9.5 Pts, 1.8 Reb, 5.1 Ast	Strake Jesuit	SR
1	170	Franklin Howard	Suitland, MD	G	76	franklin-howard-1	6.3 Pts, 2.3 Reb, 5.6 Ast	Paul IV HS	SO
20	205	Tyler Lydon	Elizaville, NY	F	80	tyler-lydon-1	13.5 Pts, 7.8 Reb, 1.9 Ast	New Hampton School	SO
2	220	Matthew Moyer	Gahanna, OH	F	80	matthew-moyer-1			FR
33	160	Jonathan Radner	Huntington Woods, MI	G	70	jonathan-radner-1	0.0 Pts, 0.5 Reb, 0.5 Ast	Berkeley HS	SO
21	212	Tyler Roberson	Union, NJ	F	80	tyler-roberson-1	6.3 Pts, 5.3 Reb, 0.9 Ast	Roselle Catholic HS	SR
5	195	Mike Sutton	Norwich, NY	G	74	mike-sutton-2	0.0 Pts, 0.6 Reb, 0.4 Ast	Norwich HS	JR
12	225	Taurean Thompson	New York, NY	F	82	taurean-thompson-1	8.6 Pts, 3.4 Reb, 0.6 Ast		FR
3	220	Andrew White III	Richmond, VA	G	79	andrew-whiteiii-1	16.1 Pts, 4.8 Reb, 1.4 Ast		SR
