number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	210	Tevin Broyles	Gautier, MS	G	76	tevin-broyles-1	7.9 Pts, 3.3 Reb, 3.1 Ast	Gautier HS	SR
10	230	A.J. Cheeseman	Lawrenceville, GA	F	78	aj-cheeseman-1	1.4 Pts, 1.0 Reb, 0.4 Ast		FR
23	190	Danny Cohen	Natchitoches, LA	G	74	danny-cohen-1	1.6 Pts, 1.0 Reb, 0.0 Ast		SO
2	170	Coleman Edwards	Sugar Land, TX	G	73	coleman-edwards-1	1.4 Pts, 0.6 Reb, 0.5 Ast		SO
3	205	Nate Frye	Houma, LA	G	73	nate-frye-1	11.3 Pts, 3.4 Reb, 3.3 Ast	Houma Christian HS	SR
5	165	Christavious Gill	Alexandria, LA	G	68	christavious-gill-1	12.5 Pts, 2.5 Reb, 3.1 Ast	Alexandria HS	SR
32	155	Matthew Jiles	Braithwaite, LA	G	70	matthew-jiles-1	0.3 Pts, 0.3 Reb, 0.7 Ast	Phoenix HS	JR
22	228	Makur Puou	Rumbek, South Sudan	F	81	matthew-puou-1	6.3 Pts, 4.9 Reb, 0.7 Ast		JR
15	195	Cameron Reed	Louisville, KY	G	77	cameron-reed-1	1.2 Pts, 0.4 Reb, 0.3 Ast		SO
4	202	Bryson Robinson	Mesquite, TX	G	76	bryson-robinson-1	0.0 Pts, 0.5 Reb, 0.5 Ast		FR
13	195	Jorge Rosa	Orlando, FL	G	76	jorge-rosa-1	5.1 Pts, 1.8 Reb, 0.5 Ast	Lee Academy	JR
12	230	Gavin Sabo	Baytown, TX	F	78	gavin-sabo-1			FR
25	220	Travin Thibodeaux	Plaquemine, LA	F	80	travin-thibodeaux-1	8.5 Pts, 6.3 Reb, 3.7 Ast	Brusly HS	JR
14	215	Erik Thomas	Wesley Chapel, FL	F	77	erik-thomas-1	20.3 Pts, 7.9 Reb, 1.8 Ast		SR
24	176	Corey Vinson	Slidell, LA	G	73	corey-vinson-1			FR
	170	Venjie Wallis	New Orleans, LA	G	75	venjie-wallis-1	2.4 Pts, 0.6 Reb, 0.4 Ast	Brother Martin	FR
11	215	Michael Zeno	Beaumont, TX	G	78	michael-zeno-1	3.9 Pts, 3.3 Reb, 0.3 Ast	West Brook HS	JR
