number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
55	175	Spike Albrecht	Crown Point, IN	G	71	spike-albrecht-1	2.1 Pts, 1.7 Reb, 1.4 Ast	Northfield Mount Hermon Prep	SR
14	190	Ryan Cline	Carmel, IN	G	77	ryan-cline-1	6.7 Pts, 2.0 Reb, 1.6 Ast	Carmel HS	SO
3	190	Carsen Edwards	Atascocita, TX	G	73	carsen-edwards-1	10.8 Pts, 2.9 Reb, 2.0 Ast		FR
12	220	Vince Edwards	Middletown, OH	F	79	vince-edwards-2	12.4 Pts, 5.5 Reb, 3.8 Ast	Middletown HS	JR
24	215	Grady Eifert	Fort Wayne, IN	F	78	grady-eifert-1	1.2 Pts, 0.7 Reb, 0.0 Ast	Bishop Dwenger HS	SO
44	297	Isaac Haas	Hokes Bluff, AL	C	86	isaac-haas-1	13.4 Pts, 5.5 Reb, 0.6 Ast	Hokes Bluff HS	JR
15	150	Tommy Luce	Jeffersonville, IN	G	70	tommy-luce-1	0.1 Pts, 0.0 Reb, 0.2 Ast		FR
31	197	Dakota Mathias	Elida, OH	G	76	dakota-mathias-1	9.9 Pts, 3.7 Reb, 3.9 Ast	Elida HS	JR
2	190	Jon McKeeman	Fort Wayne, IN	G	73	john-mckeeman-1	0.6 Pts, 0.0 Reb, 0.0 Ast	Carroll HS	SR
5	222	Basil Smotherman	Indianapolis, IN	F	78	basil-smotherman-1	4.5 Pts, 1.9 Reb, 1.0 Ast	Lawrence North HS	JR
50	260	Caleb Swanigan	Fort Wayne, IN	F	81	caleb-swanigan-1	18.3 Pts, 12.9 Reb, 2.8 Ast	Homestead HS	SO
23	240	Jacquil Taylor	Cambridge, MA	F	82	jacquil-taylor-1		Beaver Country Day	SO
11	188	P.J. Thompson	Indianapolis, IN	G	70	pj-thompson-1	7.7 Pts, 2.2 Reb, 3.6 Ast	Brebeuf Prep	JR
