number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	170	Michael Almonacy	Brentwood, NY	G	73	michael-almonacy-1	3.1 Pts, 0.6 Reb, 0.9 Ast		FR
42	230	Alonzo Campbell	Columbus, OH	F	84	alonzo-campbell-1	1.1 Pts, 0.4 Reb, 0.1 Ast	Gahanna Lincoln HS	FR
4	185	Tim Donohoe	Saratoga Springs, NY	G	75	tim-donohoe-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Albany Academy	JR
23	200	Andrew Garcia	Harlem, NY	G	77	andrew-garcia-2			FR
1	180	UC Iroegbu	Sacramento, CA	G	72	uc-iroegbu-1	4.1 Pts, 1.7 Reb, 0.9 Ast		JR
10	190	Blair Mendy	San Jose, CA	G	75	blair-mendy-1		Bellarmine Prep	SO
3	175	Kameron Mitchell	Jacksonville, FL	G	76	kameron-mitchell-1	4.2 Pts, 1.9 Reb, 1.0 Ast	Mandarin HS	SR
24	210	Roland Nyama	Frankfurt, Germany	G	78	roland-nyama-1	9.6 Pts, 4.9 Reb, 1.6 Ast	Holderness School	JR
32	250	Jakub Petras	Rajec, Slovakia	F	83	jakub-petras-1	3.0 Pts, 2.9 Reb, 0.5 Ast	Canarias Basketball Academy	JR
11	190	Junior Saintel	Mays Landing, NJ	G	79	junior-saintel-1	3.9 Pts, 3.1 Reb, 0.2 Ast		JR
22	195	Bryan Sekunda	State College, PA	G	78	bryan-sekunda-1	6.8 Pts, 2.5 Reb, 1.1 Ast	State College HS	JR
12	225	Tyrell Sturdivant	Chester, PA	F	79	tyrell-sturdivant-1	11.8 Pts, 6.4 Reb, 0.9 Ast	Chester HS	JR
34	175	Lucas Woodhouse	Greenlawn, NY	G	74	lucas-woodhouse-1	13.3 Pts, 3.7 Reb, 4.9 Ast	Harborfields	SR
	225	Akwasi Yeboah		G	77	akwasi-yeboah-1	9.5 Pts, 4.0 Reb, 0.7 Ast	Barking Abbey HS	FR
