number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
15	245	Jahmel Bodrick	New York, NY	F	78	jahmel-bodrick-1	3.6 Pts, 2.2 Reb, 0.3 Ast		SO
	180	Rasheem Dunn	Brooklyn, NY	G	74	rasheem-dunn-1	13.2 Pts, 3.8 Reb, 1.2 Ast		FR
3	170	Gianni Ford	Brooklyn, NY	G	73	gianni-ford-1	1.7 Pts, 0.6 Reb, 0.3 Ast		FR
24	165	Sam Harris	Tampa, FL	G	70	sam-harris-2	0.2 Pts, 0.2 Reb, 0.0 Ast		JR
2	180	Yunus Hopkinson	New York, NY	G	70	yunus-hopkinson-1	11.9 Pts, 3.1 Reb, 2.4 Ast	Lee Academy (ME)	SR
20	270	Cori Johnson	Brooklyn, NY	C	81	cori-johnson-1			SO
33	200	Jagos Lasic	Belgrade, Serbia	F	80	jagos-lasic-1	0.6 Pts, 0.8 Reb, 0.1 Ast		JR
5	225	Robert Montgomery	Montgomery Village, MD	F	78	robert-montgomery-1	4.8 Pts, 4.6 Reb, 0.6 Ast		FR
11	195	Joshua Nurse	Laurelton, NY	F	81	joshua-nurse-1	1.7 Pts, 1.6 Reb, 0.3 Ast	Queens HS of Teaching	SO
4	195	Gunnar Olafsson	Reykjavik, Iceland	G	75	gunnar-olafsson-1	5.5 Pts, 5.7 Reb, 0.9 Ast	Menntaskolinn vid Hamrahlid	JR
23	175	Darelle Porter	Pittsburgh, PA	F	77	darelle-porter-2	3.5 Pts, 2.8 Reb, 0.4 Ast		JR
10	180	Glenn Sanabria	Staten Island, NY	G	71	glenn-sanabria-1	14.4 Pts, 2.1 Reb, 2.8 Ast	St. Peter's HS	SO
13	175	Keon Williams	Radcliff, KY	F	76	keon-williams-2	4.8 Pts, 5.8 Reb, 0.7 Ast	John Hardin HS	SO
