number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
24	235	Ernest Aflakpui	Accra, Ghana	C	82	ernest-aflakpui-1	4.6 Pts, 6.0 Reb, 0.4 Ast	Archbishop Carroll HS	SO
3	170	Levan Shawn Alston	Philadelphia, PA	G	76	shawn-alston-1	12.6 Pts, 3.5 Reb, 4.3 Ast	The Haverford School	FR
1	185	Josh Brown	Newark, NJ	G	75	josh-brown-3	7.2 Pts, 2.4 Reb, 1.8 Ast	St. Anthony's HS	SR
4	235	Daniel Dingle	Bronx, NY	G	79	daniel-dingle-1	12.1 Pts, 4.2 Reb, 3.3 Ast	St. Raymond's HS	SR
	220	Obi Enechionyia	Springfield, VA	F	80	obi-enechionyia-1	14.6 Pts, 6.8 Reb, 0.8 Ast	St. James (MD)	JR
20	180	Steve Leonard	Collegeville, PA	G	78	steve-leonard-1	1.3 Pts, 1.0 Reb, 0.3 Ast		JR
15	175	Isaiah Lewis	Brooklyn, NY	G	76	isaiah-lewis-1	0.7 Pts, 0.0 Reb, 0.0 Ast		JR
11	165	Trey Lowe	Ewing, NJ	G	79	trey-lowe-1		Ewing HS	SO
2	170	Alani Moore	Washington, DC	G	70	alani-moore-1	8.4 Pts, 2.4 Reb, 2.2 Ast		FR
23	225	Damion Moore	Jackson, MS	C	83	damion-moore-1	3.1 Pts, 2.7 Reb, 0.0 Ast		FR
32	190	Ayan Nunez de Carvalho	Parana, Argentina	G	77	ayan-nunezdecarvalho-1	0.0 Pts, 1.0 Reb, 0.3 Ast	Escuela Normal Superior HS	FR
22	185	Mike Robbins	Wynnewood, PA	G	76	mike-robbins-1	0.7 Pts, 0.3 Reb, 0.7 Ast	Lower Merion HS	SR
13	185	Quinton Rose	Rochester, NY	G	80	quinton-rose-1	10.4 Pts, 3.5 Reb, 1.5 Ast		FR
10	240	Mark Williams	Cleveland, OH	F	80	mark-williams-3	4.4 Pts, 2.5 Reb, 0.9 Ast	Montrose Christian HS	SR
