number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
3	200	V.J. Beachem	Fort Wayne, IN	F	80	vj-beachem-1	14.6 Pts, 3.9 Reb, 1.3 Ast	New Haven HS	SR
12	232	Elijah Burns	Troy, NY	F	81	elijah-burns-1	1.3 Pts, 1.4 Reb, 0.0 Ast		SO
35	226	Bonzie Colson	New Bedford, MA	F	77	bonzie-colson-1	16.4 Pts, 10.8 Reb, 2.0 Ast	St. Andrew's (RI)	JR
13	203	Nikola Djogo	Ontario, Canada	G	79	nikola-djogo-1			FR
5	173	Matt Farrell	Bridgewater, NJ	G	72	matt-farrell-1	14.0 Pts, 2.3 Reb, 5.4 Ast	Point Pleasant Beach HS	JR
23	255	Martinas Geben	Vilnius, Lithuania	F	81	martinas-geben-1	4.3 Pts, 5.1 Reb, 0.9 Ast	St. Maria Goretti HS	JR
2	200	Temple Gibbs	Scotch Plains, NJ	G	75	temple-gibbs-1	4.9 Pts, 1.5 Reb, 2.4 Ast		FR
21	190	Matt Gregory	Avon, IN	F	78	matt-gregory-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Cathedral HS	JR
34	255	Patrick Mazza	Glen Ellyn, IL	F	82	patrick-mazza-1	0.0 Pts, 0.0 Reb, 0.0 Ast		SR
33	245	John Mooney	Orlando, FL	F	81	john-mooney-1	1.8 Pts, 2.4 Reb, 0.3 Ast		FR
	193	Rex Pflueger	Dana Point, CA	G	78	rex-pfleuger-1	4.9 Pts, 2.4 Reb, 1.7 Ast	Mater Dei HS	SO
4	217	Matt Ryan	Cortlandt Manor, NY	F	80	matt-ryan-1	5.4 Pts, 1.5 Reb, 0.6 Ast	Iona Prep (NY)	SO
1	228	Austin Torres	Granger, IN	F	79	austin-torres-1	1.6 Pts, 1.3 Reb, 0.4 Ast	Penn HS	SR
32	211	Steve Vasturia	Medford, NJ	G	77	steve-vasturia-1	15.0 Pts, 3.4 Reb, 3.1 Ast	St. Joseph's Prep	SR
