number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	170	Tim Bond	Baltimore, MD	G	78	tim-bond-1	9.8 Pts, 3.7 Reb, 3.5 Ast	City College H.S.	JR
20	173	Blake Brown	Novi, MI	F	79	blake-brown-1	1.1 Pts, 1.3 Reb, 0.0 Ast	Novi	SO
12	230	Jalen Brown	Harper Woods, MI	G	80	jalen-brown-1	0.8 Pts, 0.4 Reb, 0.3 Ast	South Suburban	FR
4	215	Terry Harris	Dix Hills, NY	G	78	terry-harris-1		Half Hollow Hills West HS	JR
3	175	Paul Jackson	Stone Mountain, GA	G	73	paul-johnson-3		Martin Luther King Jr. HS	JR
21	225	Quaran Jones	Fargo, ND	F	79	quaran-jones-1	4.5 Pts, 2.2 Reb, 0.5 Ast		JR
	190	Ray Lee	Detroit, MI	G	75	ray-lee-2	15.6 Pts, 1.4 Reb, 3.0 Ast		SR
35	225	Nick Madray	Ontario, Canada	F	81	nick-madray-1	2.8 Pts, 2.5 Reb, 0.1 Ast	Stephen Lewis Secondary School	JR
10	180	Willie Mangum	Richmond, VA	G	73	willie-mangum-1	16.7 Pts, 2.5 Reb, 2.3 Ast	Marshall	SR
5	200	Elijah Minnie	Monessen, PA	F	81	elijah-minnie-1		Lincoln Park HS	JR
15	190	Jordan Nobles	Canton, MI	F	81	jordan-nobles-1	7.1 Pts, 4.4 Reb, 1.6 Ast		SO
40	235	Baylee Steele	Norwalk, IA	F	83	baylee-steele-1	5.7 Pts, 4.3 Reb, 0.5 Ast		SO
2	220	James Thompson IV	Baton Rouge, LA	F	82	james-thompsoniv-1	14.4 Pts, 10.8 Reb, 1.3 Ast		SO
32	185	Ty Toney	Atlanta, GA	G	74	ty-toney-1	8.5 Pts, 1.7 Reb, 2.3 Ast	Alpharetta HS	SR
23	225	Lamar Wofford-Humphrey	Flossmoor, IL	F	81	lamar-wofford-humphrey-1	2.3 Pts, 2.8 Reb, 0.1 Ast		JR
