number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
52	195	Britton Anderson	Great Falls, VA	G	76	britton-anderson-1			SO
34	200	Austin Arians	Stoughton, WI	F	78	austin-arians-1	8.8 Pts, 2.1 Reb, 1.1 Ast	Madison Edgewood	SR
40	160	Anthony Bilas	Charlotte, NC	G	74	anthony-bilas-1	0.0 Pts, 0.0 Reb, 0.0 Ast		SO
	190	Brandon Childress	Winston-salem, NC	G	72	brandon-childress-1	5.7 Pts, 2.2 Reb, 2.5 Ast		FR
20	218	John Collins	West Palm Beach, FL	F	82	john-collins-1	16.4 Pts, 9.5 Reb, 0.4 Ast	Cardinal Newman HS	SO
13	190	Bryant Crawford	Silver Spring, MD	G	75	bryant-crawford-1	14.3 Pts, 3.9 Reb, 5.9 Ast	Gonzaga College HS	SO
	280	Sam Japhet-Mathias		C	83	sam-japhet-mathias-1	1.3 Pts, 1.0 Reb, 0.0 Ast		FR
11	200	Greg McClinton	Winston-salem, NC	F	79	greg-mcclinton-1	1.4 Pts, 1.4 Reb, 0.0 Ast	Hargrave Military Academy	JR
2	210	Donovan Mitchell	Clovis, CA	F	80	donovan-mitchell-2	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
44	225	Konstantinos Mitoglou	Thessaloniki, Greece	F	82	konstantinos-mitoglou-1	10.6 Pts, 6.5 Reb, 1.1 Ast	Aristoteleio College of Thessaloniki	JR
4	250	Doral Moore	Locust Grove, GA	C	85	doral-moore-1	2.3 Pts, 2.3 Reb, 0.1 Ast		SO
45	195	Troy Rike	San Francisco, CA	F	79	troy-rike-1	0.7 Pts, 0.7 Reb, 0.0 Ast	St. Ignatius College Prep	JR
	175	Aaron Spivey		G	74	aaron-spivey-1	0.5 Pts, 0.5 Reb, 0.0 Ast		
43	210	Trent VanHorn	Fort Wayne, IN	G	75	trent-vanhorn-1	0.2 Pts, 0.1 Reb, 0.4 Ast	Canterbury School	SR
33	180	Rich Washington	Williamsburg, VA	F	78	rich-washington-1	0.4 Pts, 0.2 Reb, 0.6 Ast		FR
10	165	Mitchell Wilbekin	Gainesville, FL	G	74	mitchell-wilbekin-1	7.3 Pts, 1.3 Reb, 1.6 Ast	The Rock School	JR
1	182	Keyshawn Woods	Gastonia, NC	G	75	keyshawn-woods-1	12.9 Pts, 4.7 Reb, 3.3 Ast	Northside Christian Academy	SO
