number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
13	190	Matthew Cioce	Asheville, NC	G	74	matthew-cioce-1	1.2 Pts, 0.0 Reb, 0.2 Ast		JR
14	205	Larry Dennis	Wichita, KS	C	81	larry-dennis-1	3.7 Pts, 2.6 Reb, 0.1 Ast	Sunrise Christian Academy	JR
33	190	Luke Doyle	Oviedo, FL	G	77	luke-doyle-1	11.7 Pts, 3.4 Reb, 1.3 Ast	Hagerty	JR
3	180	B.J. Glasford	Miami, FL	G	76	bj-glasford-1	6.6 Pts, 3.5 Reb, 0.9 Ast	Coral Reef HS	JR
35	210	Leo Goodman	Saginaw, MI	F	77	leo-goodman-1	6.0 Pts, 2.8 Reb, 0.4 Ast		SO
21	245	Will Hollmann	Deland, FL	C	80	will-hollman-1	0.0 Pts, 0.2 Reb, 0.0 Ast	DeLand HS	SO
2	190	Grant Lozoya	Westlake Village, CA	G	74	grant-lozoya-1		Lawrenceville (NJ)	JR
20	175	Brady Moses	Lodi, WI	G	75	brady-moses-1	0.5 Pts, 0.8 Reb, 0.0 Ast		JR
4	180	Divine Myles	Mobile, AL	G	71	divine-myles-1	15.8 Pts, 4.4 Reb, 4.0 Ast	Blount HS	JR
23	225	Kevin Ndahiro	Ontario, Canada	C	81	kevin-ndahiro-1	1.9 Pts, 2.1 Reb, 0.0 Ast	Thomas Nelson HS	SO
22	220	Derick Newton	Beverly Hills, CA	F	79	derick-newton-2	16.2 Pts, 5.9 Reb, 1.4 Ast		SO
41	205	Brian Pegg	Clearwater, FL	F	79	brian-pegg-1	7.5 Pts, 3.3 Reb, 0.8 Ast	Faith Baptist Christian School	SR
5	160	Angel Rivera	Bayamon, Puerto Rico	G	68	angel-rivera-2	9.1 Pts, 3.8 Reb, 6.0 Ast	IMG Academy	JR
15	260	Clay Verk	Highlands Ranch, CO	F	80	clay-verk-1	4.1 Pts, 2.8 Reb, 0.2 Ast		FR
