number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
2	150	Jashaun Agosto	Seattle, WA	G	71	jashaun-agosto-1	11.5 Pts, 2.0 Reb, 2.9 Ast		FR
	205	Kwe Askew	Stamford, CT	F	79	kwe-askew-1	1.0 Pts, 1.2 Reb, 0.2 Ast	Stamford HS	FR
4	175	Julian Batts	Jeannette, PA	G	71	julian-batts-1	4.5 Pts, 1.8 Reb, 1.6 Ast		FR
30	185	Ashtyn Bradley	Fresno, TX	G	76	ashtyn-bradley-1	2.9 Pts, 0.8 Reb, 0.1 Ast		FR
44	215	Ganlandou Cisse	Dakar, Senegal	F	81	ganlandou-cisse-1	2.3 Pts, 2.0 Reb, 0.3 Ast	Roselle Catholic HS	SO
24	170	Raiquan Clark	New Haven, CT	G	76	raiquan-clark-1	4.8 Pts, 3.0 Reb, 0.4 Ast	Hillhouse HS	SO
23	240	Glenn Feidanga	Bangui, Central African Republic	F	80	glenn-feidanga-1	0.6 Pts, 0.4 Reb, 0.0 Ast	The Rock School	SR
3	160	Iverson Fleming	North Brunswick, NJ	G	73	iverson-fleming-1	13.9 Pts, 2.7 Reb, 1.7 Ast	North Brunswick HS	SR
22	165	Raul Frias	Miami, FL	G	73	raul-frias-1	3.0 Pts, 2.0 Reb, 0.2 Ast	Mater Academy	SO
33	230	Jerome Frink	Jersey City, NJ	F	79	jerome-frink-1	17.5 Pts, 9.1 Reb, 1.9 Ast	St. Anthony's	SR
11	180	Joel Hernandez	Teaneck, NJ	G	75	joel-hernandez-1	17.0 Pts, 5.0 Reb, 1.0 Ast	Teaneck HS	SR
12	165	Mitchell McMullen	Schertz, TX	G	68	mitchell-mcmullen-1	0.8 Pts, 0.5 Reb, 0.4 Ast	Samuel Clemens HS	FR
53	210	Julius Van Sauers	Amsterdam, Netherlands	F	78	julius-vansauers-1	2.5 Pts, 3.3 Reb, 0.7 Ast		SO
14	170	Caylen Williams		G	72	caylen-williams-1			
13	240	Nura Zanna	Kaduna, Nigeria	F	79	nura-zanna-1	8.9 Pts, 8.6 Reb, 0.7 Ast	Coral Springs Christian	JR
