number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
20	180	Jaylen Allen	Johnson City, TN	G	75	jaylen-allen-1	4.9 Pts, 2.2 Reb, 1.3 Ast	Christ School (NC)	SR
1	190	Derrick Brooks	Hinesville, GA	G	74	derrick-brooks-1	2.5 Pts, 1.3 Reb, 1.2 Ast	Bartow HS	JR
5	181	Eric Garcia	Aurora, CO	G	71	eric-garcia-2	13.8 Pts, 2.3 Reb, 5.6 Ast	Grandview HS	SR
10	180	Nathan Hoover	Memphis, TN	G	76	nathan-hoover-1	7.1 Pts, 1.8 Reb, 0.7 Ast		FR
33	255	Cameron Jackson	Winchester, VA	F	79	cameron-jackson-1	10.1 Pts, 4.7 Reb, 1.8 Ast	John Handley HS	SO
	240	Dishon Lowery	Peachtree City, GA	F	78	dishon-lowery-1	1.9 Pts, 2.3 Reb, 0.4 Ast		FR
3	195	Fletcher Magee	Orlando, FL	G	76	fletcher-magee-1	15.6 Pts, 3.3 Reb, 2.2 Ast		SO
2	195	Michael Manning Jr.	Memphis, TN	F	80	michael-manningjr-1			FR
50	250	Matthew Pegram	Mount Pleasant, SC	C	82	matthew-pegram-1	4.1 Pts, 2.4 Reb, 0.6 Ast	Wando HS	SO
11	165	Bobby Perez	Atlanta, GA	G	71	bobby-perez-1		Marist HS	JR
35	215	Ryan Sawvell	Mundelein, IL	F	80	ryan-sawvell-1	11.5 Pts, 6.3 Reb, 1.4 Ast	Mundelein/Evansville	SR
15	195	Trevor Stumpe	Plainfield, IL	G	77	trevor-stumpe-1	1.5 Pts, 1.5 Reb, 1.5 Ast	Plainfield North HS	SO
4	185	Donovan Theme-Love	Providence, RI	G	73	donovan-theme-love-1	2.9 Pts, 1.6 Reb, 1.8 Ast		FR
23	218	Justin Tucker	Orlando, FL	F	79	justin-tucker-1	2.8 Pts, 1.8 Reb, 0.3 Ast		FR
24	200	Kevon Tucker	Dacula, GA	G	76	kevon-tucker-1	1.7 Pts, 0.7 Reb, 0.8 Ast		FR
40	180	Eric Wagenlander	Mount Pleasant, SC	G	74	eric-wagenlander-1	0.0 Pts, 0.7 Reb, 0.7 Ast	Wando HS	SR
