number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	175	Bryce Aiken	Randolph, NJ	G	72	bryce-aiken-1	13.6 Pts, 2.5 Reb, 2.8 Ast		FR
35	202	Robert Baker	Woodstock, GA	F	82	robert-baker-2	2.6 Pts, 2.1 Reb, 0.3 Ast		FR
20	210	Justin Bassey	Denver, CO	G	77	justin-bassey-1	5.4 Pts, 3.2 Reb, 1.2 Ast		FR
1	170	Siyani Chambers	Golden Valley, MN	G	72	siyani-chambers-1	8.4 Pts, 2.5 Reb, 6.8 Ast	Hopkins	SR
13	185	Andre Chatfield	Lilburn, GA	G	76	andre-chatfield-1	1.0 Pts, 0.0 Reb, 0.0 Ast	Norcross HS	JR
14	220	Balsa Dragovic	Zemun, Serbia	F	82	balsa-dragovic-1	1.0 Pts, 2.0 Reb, 0.0 Ast	Cantwell-Sacred Heart of Mary (CA)	SO
4	245	Zena Edosomwan	Los Angeles, CA	F	81	zena-edosomwan-1	6.3 Pts, 6.8 Reb, 0.2 Ast	Northfield Mount Hermon	SR
24	215	Chris Egi	Ontario, Canada	F	81	chris-egi-1	1.9 Pts, 1.6 Reb, 0.1 Ast	Montverde Academy (FL)	JR
32	200	Robbie Feinberg	Hidden Hills, CA	G	76	robbie-feinberg-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Sierra Canyon HS	SO
12	165	Matt Fraschilla	Dallas, TX	G	71	matt-fraschilla-1	0.0 Pts, 0.5 Reb, 0.0 Ast	Highland Park HS	SR
25	200	Corey Johnson	Ontario, Canada	G	71	corey-johnson-4	7.6 Pts, 2.5 Reb, 0.8 Ast		SO
22	175	Christian Juzang	Tarzana, CA	G	74	christian-juzang-1	1.1 Pts, 0.8 Reb, 0.6 Ast		FR
	235	Chris Lewis	Alpharetta, GA	F	81	chris-lewis-4	8.3 Pts, 4.3 Reb, 0.8 Ast		FR
3	175	Tommy McCarthy	Rancho Santa Fe, CA	G	73	tommy-mccarthy-1	1.1 Pts, 0.7 Reb, 0.5 Ast	La Costa Canyon	SO
2	185	James McLean	Atherton, CA	G	73	james-mclean-1	0.0 Pts, 1.0 Reb, 0.0 Ast		SO
15	180	Corbin Miller	Sandy, UT	G	74	corbin-miller-1	3.7 Pts, 0.8 Reb, 0.5 Ast	Brighton HS	SR
23	210	Weisner Perez	Berwyn, IL	F	78	weisner-perez-1	0.0 Pts, 1.5 Reb, 0.5 Ast	Morton West	SO
31	205	Seth Towns	Columbus, OH	F	79	seth-towns-1	11.3 Pts, 3.9 Reb, 1.9 Ast		FR
44	250	Henry Welsh	Redondo Beach, CA	F	82	henry-welsh-1	4.5 Pts, 3.6 Reb, 0.5 Ast		FR
21	205	Zach Yoshor	Houston, TX	G	78	zach-yoshor-1	0.0 Pts, 0.0 Reb, 0.5 Ast	Robert M. Beren Academy	JR
