number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
25	180	Jake Babic	Ontario, Canada	G	77	jake-babic-1	5.3 Pts, 1.9 Reb, 2.1 Ast	St. Ignatius of Loyola/The Kiski School	JR
34	205	Zach Cottrell	Hayesville, NC	F	77	zach-cottrell-1	2.0 Pts, 0.5 Reb, 0.3 Ast		FR
23	175	Trey Ford	Mooresville, NC	G	72	trey-ford-1	0.8 Pts, 0.3 Reb, 0.8 Ast	Lake Norman	SO
10	160	Patrick Good	Johnson City, TN	G	72	patrick-good-1	8.6 Pts, 2.4 Reb, 1.6 Ast		FR
24	195	Craig Hinton	Winston-salem, NC	F	79	craig-hinton-1	2.3 Pts, 2.1 Reb, 0.4 Ast	East Forsyth	JR
14	220	Bennett Holley	Roanoke, VA	F	80	bennett-holley-1	3.4 Pts, 1.9 Reb, 0.4 Ast	North Cross	SO
20	200	Nick Hough		G	76	nick-hough-1			
	200	Isaac Johnson	Charlotte, NC	F	81	isaac-johnson-1	6.9 Pts, 5.8 Reb, 1.3 Ast		FR
32	200	Tyrell Johnson	Atlanta, GA	F	80	tyrell-johnson-1	7.2 Pts, 3.9 Reb, 0.3 Ast	Stephenson	SO
13	171	Kevin Kerley	Loveland, OH	G	71	kevin-kerley-1	1.5 Pts, 0.5 Reb, 1.3 Ast		SO
5	220	Griffin Kinney	Delaware, OH	F	80	griffin-kinney-1	9.0 Pts, 5.8 Reb, 1.6 Ast	Rutherford B. Hayes/Fork Union Military Academy	JR
11	187	Emarius Logan	Columbia, SC	G	74	emarius-logan-1	7.1 Pts, 1.6 Reb, 2.4 Ast		SO
22	193	Matt O'Boyle	Peoria, AZ	G	77	matt-oboyle-1	2.4 Pts, 1.3 Reb, 0.6 Ast	Sunrise Mountain (AZ)	SR
1	210	Kelvin Robinson	Little Rock, AR	G	74	kelvin-robinson-2	8.0 Pts, 3.6 Reb, 2.6 Ast		FR
2	212	Ronshad Shabazz	Raleigh, NC	G	77	ronshad-shabazz-1	15.4 Pts, 3.1 Reb, 1.3 Ast	Huntington Prep (WV)	SO
15	230	Jake Wilson	Raleigh, NC	C	85	jake-wilson-1	1.5 Pts, 2.4 Reb, 0.2 Ast		SO
