number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
32	165	Dennis Ashley	Los Angeles, CA	G	73	dennis-ashley-1	3.4 Pts, 0.5 Reb, 0.9 Ast		FR
55	237	Garet Beal	Beals, ME	G	78	garet-beal-1		Jonesport-Beals HS	SR
3	175	Ryan Bernstein	Bronx, NY	G	72	ryan-bernstein-1	4.1 Pts, 2.7 Reb, 2.7 Ast	Marianapolis Prep	SO
1	175	Aaron Calixte	Stoughton, MA	G	71	aaron-calixte-1	7.6 Pts, 0.8 Reb, 2.4 Ast	Stoughton	JR
21	212	Ilker Er	Istanbul, Turkey	G	78	ilker-er-1	10.1 Pts, 4.0 Reb, 0.3 Ast		JR
	203	Danny Evans		G	76	danny-evans-2	4.4 Pts, 3.0 Reb, 1.0 Ast		FR
50	202	Vincent Eze	Bethlehem, PA	F	80	vincent-eze-1	4.1 Pts, 3.8 Reb, 0.3 Ast	Notre Dame HS/Putnam	FR
	222	Andrew Fleming	South Paris, ME	F	79	andrew-fleming-3	10.6 Pts, 7.0 Reb, 1.1 Ast		FR
2	177	Austin Howard	Louisville, KY	G	73	austin-howard-2	7.9 Pts, 1.9 Reb, 0.8 Ast		JR
33	210	Dusan Majstorovic	Novi Sad, Serbia	G	77	dusan-majstorovic-1			SO
23	190	Jaquan McKennon	Queens, NY	G	70	jaquan-mckennon-1	4.1 Pts, 1.7 Reb, 2.3 Ast		SO
22	175	Garvey Melmed	Penobscot, ME	G	73	garvey-melmed-1	2.0 Pts, 0.5 Reb, 0.5 Ast	Old Town HS	JR
10	180	Wesley Myers	Brooklyn, NY	G	74	wesley-myers-1	14.8 Pts, 3.3 Reb, 1.7 Ast	Boys and Girls	JR
4	205	Marko Pirovic	Ontario, Canada	F	79	marko-pirovic-1	7.0 Pts, 4.1 Reb, 0.8 Ast	Robert F. Hall Secondary School	SR
31	190	Troy Reid-Knight	Ontario, Canada	G	72	troy-reid-knight-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Vaughan Secondary School/Thornlea	SR
11	210	Ilija Stojiljkovic	Nis, Serbia	F	79	ilija-stojiljkovic-1	2.1 Pts, 2.8 Reb, 0.7 Ast		SO
12	170	C.J. Ward	Plymouth, MA	G	71	cj-ward-1	0.0 Pts, 0.0 Reb, 0.5 Ast	Plymouth North	JR
