number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	190	Bruce Brown	Boston, MA	G	77	bruce-brown-2	10.9 Pts, 7.3 Reb, 3.2 Ast		FR
12	208	Michael Gilmore	Jacksonville, FL	F	80	michael-gilmore-1		Rickards HS	JR
35	190	Josh Heath	Exeter, NH	F	78	josh-heath-1	0.0 Pts, 0.7 Reb, 0.0 Ast	Tilton (NH)	JR
20	220	Dewan Huell	Miami, FL	F	83	dewan-huell-1	7.1 Pts, 4.4 Reb, 0.3 Ast		FR
15	205	Ebuka Izundu	Charlotte, NC	C	82	ebuka-izundu-1	5.0 Pts, 3.3 Reb, 0.2 Ast	Victory Christian Center School (NC)	SO
3	185	Anthony Lawrence Jr.	Saint Petersburg, FL	F	79	anthony-lawrencejr-1	6.5 Pts, 4.0 Reb, 1.2 Ast	Lakewood Senior HS	SO
14	258	Rodney Miller	Laurelton, NY	C	84	rodney-miller-1	1.4 Pts, 0.9 Reb, 0.0 Ast		FR
21	216	Kamari Murphy	Brooklyn, NY	F	80	kamari-murphy-1	7.2 Pts, 7.6 Reb, 0.4 Ast	Lincoln	SR
	185	Ja'Quan Newton	Philadelphia, PA	G	73	jaquan-newton-1	15.2 Pts, 3.7 Reb, 4.1 Ast	Neumann-Goretti HS	JR
5	208	Davon Reed	Ewing, NJ	G	78	davon-reed-1	14.0 Pts, 3.9 Reb, 2.1 Ast	Princeton Day School	SR
2	170	Mike Robinson	New Britain, CT	G	70	mike-robinson-4	0.3 Pts, 0.3 Reb, 0.0 Ast	New Britain HS	SO
	198	Dejan Vasiljevic		G	75	dejan-vasiljevic-1	7.2 Pts, 1.2 Reb, 0.6 Ast		FR
