number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	170	Hakeem Baxter	Philadelphia, PA	G	74	hakeem-baxter-1	8.2 Pts, 3.7 Reb, 2.1 Ast	Philadelphia Electric & Technology	SR
3	216	Chris Cokley	Savannah, GA	F	80	chris-cokley-1	12.1 Pts, 5.8 Reb, 1.2 Ast	Savannah HS	JR
13	185	Nate Darling	Nova Scotia, Canada	G	76	nate-darling-1	2.3 Pts, 0.2 Reb, 0.4 Ast		FR
5	190	Deion Lavender	Alton, IL	G	74	deion-lavender-1	5.7 Pts, 3.3 Reb, 4.4 Ast	Marquette	SO
34	210	William Lee	Plantersville, AL	F	81	william-lee-1	11.9 Pts, 5.9 Reb, 1.1 Ast	Dallas County HS	JR
22	225	Tyler Madison	Columbiana, AL	G	76	tyler-madison-1	5.3 Pts, 2.6 Reb, 1.1 Ast	Shelby County HS	SR
21	213	Tosin Mehinti	Lithonia, GA	F	81	tosin-mehinti-1	5.9 Pts, 4.2 Reb, 0.8 Ast	Greenforest McCalep Christian Academy	SR
2	175	Nick Norton	Bloomington, IL	G	70	nick-norton-1	0.0 Pts, 1.0 Reb, 5.0 Ast	Central Catholic HS	JR
33	217	Thomas Smallwood	Bordeaux, France	F	84	thomas-smallwood-1	2.1 Pts, 1.3 Reb, 0.5 Ast	Saint John Perse	SO
35	222	Lewis Sullivan	Hazel Green, AL	F	79	lewis-sullivan-1		Hazel Green HS	JR
1	207	Denzell Watts	Flint, MI	G	74	denzell-watts-1	5.1 Pts, 2.1 Reb, 1.4 Ast	Carman-Ainsworth HS	SR
11	175	Dirk Williams	Homewood, AL	G	77	dirk-williams-2	10.5 Pts, 3.1 Reb, 1.1 Ast		SR
10	175	Javien Williams	Birmingham, AL	G	76	javien-williams-1	5.1 Pts, 2.6 Reb, 1.1 Ast		FR
