number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
23	175	C.J. Anderson	Memphis, TN	G	77	cj-anderson-3	5.3 Pts, 2.8 Reb, 2.7 Ast	Arlington HS	JR
5	235	Chris Baldwin	Springfield, MA	F	80	chris-baldwin-1	2.1 Pts, 2.9 Reb, 0.2 Ast		FR
33	210	Seth Berger	Seattle, WA	F	79	seth-berger-1	2.6 Pts, 2.3 Reb, 0.4 Ast	Ballard HS	JR
	180	Donte Clark	Charlotte, NC	G	76	donte-clark-1	14.7 Pts, 4.4 Reb, 3.3 Ast	Queen's Grant	JR
14	200	Zach Coleman	Dallas, TX	F	79	zach-coleman-1	0.8 Pts, 1.9 Reb, 0.5 Ast	Woodrow Wilson HS	JR
24	205	Tyrn Flowers	Waterbury, CT	F	80	tyrn-flowers-1	5.5 Pts, 2.9 Reb, 0.6 Ast		FR
55	210	Brison Gresham	New Orleans, LA	F	81	brison-gresham-1	2.0 Pts, 2.8 Reb, 0.3 Ast		FR
10	240	Malik Hines	Jackson, MS	F	81	malik-hines-1	4.6 Pts, 3.2 Reb, 0.7 Ast	Murrah HS	SO
45	280	Rashaan Holloway	Elmer, NJ	C	82	rashaan-holloway-1	11.4 Pts, 5.9 Reb, 0.5 Ast	Schalick HS	SO
3	180	Dejon Jarreau	New Orleans, LA	G	77	dejon-jarreau-1	9.0 Pts, 3.6 Reb, 4.2 Ast		FR
1	175	Zach Lewis	Windsor, CT	G	75	zach-lewis-1	7.9 Pts, 1.3 Reb, 1.3 Ast	Northwest Catholic/Fishburne Military School	JR
4	175	Unique McLean	Brooklyn, NY	G	74	unique-mclean-1			FR
11	185	Rayshawn Miller	Boston, MA	G	73	rayshawn-miller-1	1.5 Pts, 0.0 Reb, 0.0 Ast	Boston Latin Academy	SO
2	165	Luwane Pipkins	Chicago, IL	G	70	luwane-pipkins-1	11.2 Pts, 3.2 Reb, 3.1 Ast	Bogan HS	FR
34	210	Zach Turcotte	Boxford, MA	F	79	zach-turcotte-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Masconomet Regional HS	SR
