number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	205	Olivier Cadieux	Quebec, Canada	G	76	olivier-cadieux-1	1.6 Pts, 1.2 Reb, 0.4 Ast		FR
11	240	Deniz Celen	Ankara, Turkey	C	80	deniz-celen-1	0.8 Pts, 2.0 Reb, 0.3 Ast		FR
33	175	Curtis Cobb	Fall River, MA	G	76	curtis-cobb-1	17.2 Pts, 4.5 Reb, 2.5 Ast		SO
4	190	Jared Harper	Beverly Hills, CA	G	73	jared-harper-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Campbell Hall HS	JR
2	210	Jerry Johnson Jr.	Memphis, TN	G	74	jerry-johnsonjr-1	11.2 Pts, 3.4 Reb, 1.1 Ast		SO
	240	Jonathan Kasibabu	Kinshasa, Democratic Republic of the Congo	F	80	jonathan-kasibabu-1	5.9 Pts, 4.6 Reb, 1.0 Ast		SO
30	160	Andrew Leone	New York, NY	G	66	andrew-leone-1	0.8 Pts, 0.2 Reb, 0.2 Ast	Loyola	SR
14	220	Matija Milin	Belgrade, Serbia	F	81	matija-milin-1	8.8 Pts, 4.2 Reb, 0.9 Ast		SO
3	185	Tyler Nelson	Bradford, MA	G	75	tyler-nelson-1	19.7 Pts, 2.9 Reb, 3.1 Ast	Central Catholic HS	JR
10	180	Thomas Nolan	Trumbull, CT	G	75	thomas-nolan-1	0.0 Pts, 0.2 Reb, 0.2 Ast		SO
1	175	Jerome Segura	Houston, TX	G	71	jerome-segura-1	8.4 Pts, 3.2 Reb, 4.8 Ast	Langham Creek HS	JR
21	215	Amadou Sidibe	Bronx, NY	F	80	amadou-sidibe-1	8.0 Pts, 10.1 Reb, 1.1 Ast	Cardinal Hayes HS	SR
25	210	Steve Smith	Gwynedd Valley, PA	F	79	steve-smith-6		LaSalle College HS	SR
15	190	Nemanja Zubec	Novi Sad, Serbia	F	81	nemanja-zubec-1			FR
