number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
14	175	Larry Austin Jr.	Springfield, IL	G	74	larry-austin-1		Lanphier HS	SO
12	235	Djery Baptiste	Gonaives, Haiti	C	82	djery-baptiste-1	2.3 Pts, 1.9 Reb, 0.1 Ast	Prestonwood Christian HS	FR
15	219	Clevon Brown	San Antonio, TX	F	80	clevon-brown-1	1.9 Pts, 1.6 Reb, 0.1 Ast		FR
24	204	Nolan Cressler	Pittsburgh, PA	G	76	nolan-cressler-1	6.5 Pts, 3.5 Reb, 1.1 Ast	Plum	SR
5	173	Matthew Fisher-Davis	Charlotte, NC	G	77	matthew-fisher-davis-1	16.9 Pts, 3.5 Reb, 1.2 Ast	Butler HS	JR
	180	Camron Justice	Hindman, KY	G	75	camron-justice-1	1.7 Pts, 0.9 Reb, 1.0 Ast	Knott County Central HS	SO
3	235	Luke Kornet	Lantana, TX	F	84	luke-kornet-1	12.7 Pts, 6.3 Reb, 1.3 Ast	Liberty Christian HS	SR
13	194	Riley LaChance	Brookfield, WI	G	74	riley-lachance-1	9.6 Pts, 3.1 Reb, 4.2 Ast	Brookfield Central HS	JR
20	178	Phillip McGloin	Washington, DC	G	73	phillip-mcgloin-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Sidwell Friends HS	JR
11	206	Jeff Roberson	Houston, TX	F	78	jeff-roberson-1	9.7 Pts, 7.2 Reb, 2.1 Ast	The Kinkaid School	JR
2	201	Joe Toye	Chicago, IL	G	79	joe-toye-1	4.7 Pts, 2.4 Reb, 1.1 Ast	Whitney Young HS	SO
1	182	Payton Willis	Fayetteville, AR	G	76	payton-willis-1	7.3 Pts, 2.4 Reb, 2.9 Ast		FR
