number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	220	Darian Bryant	Bowie, MD	G	76	darian-bryant-1	6.3 Pts, 3.0 Reb, 1.4 Ast	St. John's College HS	SO
5	230	Eric Carter	Jackson, NJ	F	81	eric-carter-1	4.5 Pts, 5.6 Reb, 1.4 Ast	Jackson Memorial HS	SO
1	195	Chivarsky Corbett	Tampa, FL	F	79	chivarsky-corbett-1	8.9 Pts, 4.0 Reb, 0.7 Ast	Tampa Catholic HS	SO
35	185	Jacob Cushing	Naperville, IL	F	80	jacob-cushing-1	0.9 Pts, 1.8 Reb, 0.2 Ast		FR
	185	Ryan Daly	Ardmore, PA	G	76	ryan-daly-1	13.8 Pts, 6.8 Reb, 1.2 Ast		FR
2	215	Barnett Harris	Monroeville, PA	F	81	barnett-harris-1	1.4 Pts, 2.8 Reb, 1.1 Ast	Gateway/Fishburne Military Academy	SR
22	195	Cazmon Hayes	Charlotte, NC	G	76	cazmon-hayes-1	9.9 Pts, 3.9 Reb, 1.9 Ast	Phillip O'Berry Academy	SR
23	240	Skye Johnson	Dumfries, VA	F	80	skye-johnson-1	3.6 Pts, 2.7 Reb, 0.3 Ast	Virginia Episcopal	JR
25	175	Curtis Lochner	Willow Grove, PA	G	70	curtis-lochner-1	1.0 Pts, 0.0 Reb, 0.2 Ast	Abington HS	SO
10	170	Curtis McRoy	Annapolis, MD	G	74	curtis-mcroy-1	0.0 Pts, 0.5 Reb, 0.8 Ast	Archbishop Spalding HS	SR
3	180	Anthony Mosley	Wilmington, DE	G	73	anthony-mosley-1	10.6 Pts, 3.5 Reb, 2.9 Ast	Sanford HS	JR
11	200	Devonne Pinkard	Lancaster, PA	F	78	devonne-pinkard-1	6.6 Pts, 2.9 Reb, 0.7 Ast	JP McKaskey HS	SR
40	200	Alex Sorensen	Rockville Centre, NY	G	75	alex-sorensen-1			FR
20	225	Derrick Woods	Trenton, NJ	F	80	derrick-woods-1		Pennsybury HS	SO
