number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
25	225	Kyle Benton	Long Beach, CA	F	78	kyle-benton-1	7.5 Pts, 8.5 Reb, 1.8 Ast	St. Anthony	JR
11	221	Patrick Cole	Newark, NJ	G	77	patrick-cole-1	19.3 Pts, 7.3 Reb, 5.9 Ast	Newark Central	SR
5	232	Del'Vin Dickerson	Houston, TX	F	77	delvin-dickerson-1	6.2 Pts, 4.5 Reb, 0.3 Ast	Westbury Christian	SR
10	170	Dajuan Graf	Charlotte, NC	G	72	dajuan-graf-1	14.2 Pts, 2.8 Reb, 4.5 Ast	Phillip O.Berry Academy	SR
55	205	John Guerra	Cary, NC	G	74	john-guerra-1	0.6 Pts, 0.6 Reb, 0.2 Ast		SO
	175	Raekwon Harney	Winston-salem, NC	G	73	raekwon-harney-2	0.8 Pts, 0.0 Reb, 0.8 Ast		JR
3	165	Rashaun Madison	Norfolk, VA	G	72	rashaun-madison-1	10.4 Pts, 2.1 Reb, 0.5 Ast	Norview	SR
21	180	Marius McAllister	Durham, NC	F	76	marius-mcallister-1	4.0 Pts, 3.5 Reb, 1.0 Ast	Hillside New Tech HS	SO
12	185	Alex Mills	Laurens, SC	G	73	alex-mills-1			JR
42	252	Will Ransom	Fort Worth, TX	F	80	will-ransom-1	4.4 Pts, 6.2 Reb, 0.1 Ast	North Crowley	SR
13	210	Pablo Rivas	Phoenix, AZ	F	78	pablo-rivas-1	8.6 Pts, 4.9 Reb, 0.2 Ast		JR
33	195	Ron Trapps	Lancaster, SC	G	76	ron-trapps-1	6.5 Pts, 3.5 Reb, 0.8 Ast	Lancaster/Fork Union Military	SR
1	170	C.J. Wiggins	Richmond, VA	G	71	cj-wiggins-1	2.6 Pts, 0.8 Reb, 1.4 Ast	Benedictine Prep HS	SO
34	195	Michael Wolfe	Germantown, MD	F	77	michael-wolfe-1	1.5 Pts, 0.7 Reb, 0.0 Ast	Georgetown Prep	JR
