number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	211	Frank Booker	Augusta, GA	G	76	frank-booker-1	6.5 Pts, 1.1 Reb, 0.5 Ast	Westside	JR
12	195	Devorious Brown	Rutledge, GA	G	74	devorious-brown-1	2.4 Pts, 1.8 Reb, 1.0 Ast		FR
1	190	Jeantal Cylla	Lake Worth, FL	F	78	jeantal-cylla-1	7.1 Pts, 3.7 Reb, 0.4 Ast	Lake Worth HS	SO
33	235	Ronald Delph	Winter Haven, FL	C	84	ronald-delph-1	10.3 Pts, 7.8 Reb, 0.2 Ast	Lake Region	JR
	190	Adonis Filer	Chicago, IL	G	75	adonis-filer-1	10.6 Pts, 2.7 Reb, 2.2 Ast	Notre Dame Prep (MA)	SR
4	180	William Gibbons	Lithonia, GA	G	73	william-gibbons-1			JR
24	218	Jesse Hill	Waretown, NJ	F	80	jesse-hill-1	0.0 Pts, 0.3 Reb, 0.3 Ast	Point Pleasant Beach HS	SO
15	215	Jailyn Ingram	Madison, GA	F	79	jailyn-ingram-1	8.4 Pts, 4.4 Reb, 1.4 Ast		FR
2	185	Justin Massey	Cooper City, FL	G	75	justin-massey-1	10.3 Pts, 1.3 Reb, 1.0 Ast	American Heritage	SO
13	205	Marcus Neely	Margate, FL	F	76	marcus-neely-1	3.6 Pts, 3.3 Reb, 0.8 Ast	Cardinal Gibbons	JR
5	230	William Pfister	Lyon, France	F	82	william-pfister-1	2.3 Pts, 3.5 Reb, 0.6 Ast		JR
21	195	Jordan Phillips	Colorado Springs, CO	F	77	jordan-phillips-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
10	185	Nick Rutherford	Allen, TX	G	75	nick-rutherford-1	9.9 Pts, 4.6 Reb, 4.8 Ast	Allen HS	SO
30	245	Connor Shorten	Gladstone, NJ	F	81	connor-shorten-1		St. Benedict's Prep HS	SO
14	175	Gerdarius Troutman	Butler, GA	G	75	gerdarius-troutman-1	7.3 Pts, 0.6 Reb, 1.0 Ast	Taylor County	JR
