number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	180	Chris Barton	Pontiac, MI	G	75	chris-barton-1	5.9 Pts, 2.0 Reb, 0.6 Ast		SO
10	170	Kahlil Dukes	Hartford, CT	G	72	kahlil-dukes-1	16.1 Pts, 3.1 Reb, 3.3 Ast	Capital Prep Magnet	JR
1	166	Shane Gatling	Baldwin, NY	G	73	shane-gatling-1	7.0 Pts, 1.1 Reb, 0.7 Ast		FR
21	165	Kierell Green	Washington, DC	F	79	kierell-green-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
24	230	Greg King	Atlanta, GA	F	79	greg-king-1			JR
2	180	Kevin Larkin	Georgetown, DE	G	77	kevin-larkin-1	1.4 Pts, 2.3 Reb, 0.3 Ast		SO
12	165	Dwayne Pow	Bronx, NY	G	70	dwayne-pow-1	3.3 Pts, 1.5 Reb, 1.5 Ast		SO
11	195	Marvin Prochet	Brooklyn, NY	F	79	marvin-prochet-1	8.1 Pts, 5.7 Reb, 0.9 Ast	Long Island Lutheran (NY)	SO
32	215	Dominic Robb	Pittsburgh, PA	F	80	dominic-robb-1	9.2 Pts, 6.7 Reb, 0.5 Ast		SO
13	170	Matt Scott	Brooklyn, NY	G	76	matt-scott-1	16.6 Pts, 6.9 Reb, 3.1 Ast	Brooklyn Law and Tech HS	JR
20	205	Maurice Taylor	Cambridge, MA	F	78	maurice-taylor-4	2.8 Pts, 3.5 Reb, 0.3 Ast	Beaver Country Day HS (MA)	SR
30	215	Ali Tew	Paris, France	F	81	alioune-tew-1	1.9 Pts, 2.2 Reb, 0.0 Ast		JR
5	162	James Towns	Detroit, MI	G	70	james-towns-1	4.7 Pts, 1.6 Reb, 1.5 Ast		FR
