number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
	172	Bryce Barnes	Chicago, IL	G	71	bryce-barnes-1	6.1 Pts, 1.3 Reb, 0.6 Ast		FR
1	171	Jeremiah Bell	Louisville, KY	G	73	jeremiah-bell-1	7.8 Pts, 2.8 Reb, 2.2 Ast		SO
10	200	Sam Burkart	Kaukauna, WI	G	71	sam-burkart-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
23	210	Seth Dittmer	Pewaukee, WI	F	81	seth-dittmer-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
13	187	August Haas	Copenhagen, Denmark	G	73	august-haas-1	6.5 Pts, 3.4 Reb, 3.4 Ast		FR
31	210	Cameron Harvey	Collegeville, PA	G	75	cameron-harvey-1	4.4 Pts, 1.1 Reb, 0.5 Ast	Wheaton Academy	SR
4	175	Jeremy Johnson	Brooklyn Park, MN	G	75	jeremy-johnson-3	5.3 Pts, 2.1 Reb, 1.0 Ast		FR
24	230	Bryce Nze	Hartland, WI	F	79	bryce-nze-1	6.1 Pts, 4.6 Reb, 0.3 Ast		FR
15	180	Baylor Peterson	Edina, MN	G	74	baylor-peterson-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Edina	SO
52	225	Alex Prahl	East Troy, WI	F	81	alex-prahl-1	0.0 Pts, 0.7 Reb, 0.0 Ast	East Troy	JR
50	225	Brett Prahl	East Troy, WI	F	81	brett-prahl-1	4.9 Pts, 2.9 Reb, 0.4 Ast	East Troy	JR
20	178	Derek Rongstad	Middleton, WI	G	77	derek-rongstad-1	0.4 Pts, 0.7 Reb, 0.1 Ast	Middleton	SO
11	200	Zac Saddler	New Braunfels, TX	F	79	zac-saddler-1			FR
21	230	Dan Studer	Germantown, WI	F	79	dan-studer-1	1.7 Pts, 1.8 Reb, 0.5 Ast	Germantown	SR
3	180	Brock Stull	Rockford, IL	G	76	brock-stull-1	12.1 Pts, 6.6 Reb, 2.8 Ast	Boylan Catholic	SO
5	210	Cody Wichmann	Pulaski, WI	G	77	cody-wichmann-1	11.6 Pts, 3.7 Reb, 1.6 Ast	Pulaski HS	SR
