number	weight	playerName	hometown	pos	height	playerId	summary	class
34	260	Brandon Hunter	Cincinnati, OH	F	79	brandon-hunter-1	17.3 Pts, 9.1 Reb, 2.3 Ast	JR
32	211	Sonny Johnson	Garfield Heights, OH	F	77	sonny-johnson-1	15.8 Pts, 3.1 Reb, 1.2 Ast	JR
25	200	Steve Esterkamp	Cincinnati, OH	G	78	steve-esterkamp-1	13.4 Pts, 4.1 Reb, 2.1 Ast	JR
33	230	Jon Sanderson	Lexington, OH	F	79	jon-sanderson-1	8.1 Pts, 3.4 Reb, 1.6 Ast	SR
40	195	Jaivon Harris	Alliance, OH	G	77	jaivon-harris-1	7.5 Pts, 2.4 Reb, 2.9 Ast	SO
40	205	Patrick Flomo	Columbus, OH	C	81	patrick-flomo-1	7.2 Pts, 4.6 Reb, 1.0 Ast	SR
15	200	James Bridgewater	Ann Arbor, MI	G	76	james-bridgewater-1	3.6 Pts, 1.7 Reb, 0.4 Ast	FR
10	180	Zach Kiekow	Osseo, MN	G	73	zach-kiekow-1	3.1 Pts, 1.2 Reb, 1.6 Ast	FR
12	220	Jason Crawford	Cincinnati, OH	G	77	jason-crawford-1	1.7 Pts, 1.0 Reb, 0.7 Ast	SR
22	170	Thomas Stephens	Springfield, OH	G	72	thomas-stephens-1	0.9 Pts, 0.9 Reb, 0.9 Ast	JR
44	215	Alex Liastos		F	80	alex-liastos-1	0.6 Pts, 0.7 Reb, 0.2 Ast	SR
31	200	Kevin Shorter	Clinton Twonship, MI	F	80	kevin-shorter-1	1.4 Pts, 0.6 Reb, 0.6 Ast	FR
