number	weight	playerName	hometown	pos	height	playerId	summary	class
15	185	Terrance McGee	Milwaukee, WI	G	72	terrance-mcgee-1	14.2 Pts, 2.7 Reb, 3.2 Ast	JR
40	236	Mike Wallace	Spartanburg, SC	C	77	mike-wallace-1	13.0 Pts, 9.8 Reb, 1.0 Ast	SR
20	227	Scott Brakebill	Bolivar, MO	F	80	scott-brakebill-1	14.4 Pts, 5.7 Reb, 1.2 Ast	SR
11	160	Robert Yanders	Milwaukee, WI	G	71	robert-yanders-1	11.3 Pts, 2.7 Reb, 2.6 Ast	SR
31	235	Daniel Novak		F	79	daniel-novak-1	7.2 Pts, 4.2 Reb, 1.5 Ast	SR
25	215	Monwell Randle	Country Club Hills, IL	C	80	monwell-randle-1	3.9 Pts, 3.6 Reb, 0.3 Ast	SO
5	260	Tamarr Maclin	St. Louis, MO	F	79	tamarr-maclin-1	3.0 Pts, 3.1 Reb, 0.2 Ast	FR
4	175	Jason Gilbert	Mountain View, AR	G	71	jason-gilbert-1	2.9 Pts, 0.5 Reb, 0.4 Ast	JR
35	180	Travis Walk	Wichita, KS	G	78	travis-walk-1	2.3 Pts, 1.5 Reb, 0.6 Ast	JR
1	165	Donnie Williams	Turrell, AR	G	74	donnie-williams-1	1.4 Pts, 0.9 Reb, 0.5 Ast	SO
24	182	Trevyor Fisher	Springfield, MO	G	73	trevyor-fisher-1	1.0 Pts, 1.1 Reb, 0.6 Ast	FR
0	240	Matt Engstrom	Mahomet, IL	C	81	matt-engstrom-1	0.2 Pts, 0.2 Reb, 0.0 Ast	SO
12	198	Eric Smith	Lee's Summit, MO	F	77	eric-smith-3	0.0 Pts, 0.0 Reb, 0.0 Ast	FR
