number	weight	playerName	hometown	pos	height	playerId	summary	class
40	225	Wes Burtner	Winchester, KY	F	77	wes-burtner-1	17.7 Pts, 4.3 Reb, 1.6 Ast	SR
13	230	Adam Sonn	Nashville, TN	C	80	adam-sonn-1	18.8 Pts, 10.3 Reb, 3.0 Ast	JR
44	225	Adam Mark	Bremen, IN	F	80	adam-mark-1	14.2 Pts, 6.2 Reb, 1.8 Ast	SO
14	170	Steve Drabyn	LaPorte, IN	G	72	steve-drabyn-1	8.7 Pts, 2.1 Reb, 3.5 Ast	SO
20	200	Wil Howard-Downs	Nashville, TN	G	76	wil-howard-downs-1	6.5 Pts, 2.0 Reb, 2.4 Ast	SO
23	170	B.J. Proffitt	Brentwood, TN	G	74	bj-proffitt-1	4.2 Pts, 1.6 Reb, 2.9 Ast	SR
3	195	Jese Snyder	Lenoir City, TN	G	75	jese-snyder-1	4.1 Pts, 1.7 Reb, 2.2 Ast	FR
55	245	Scotty Blackwell	Pineville, LA	C	82	scotty-blackwell-1	4.0 Pts, 2.7 Reb, 0.5 Ast	SO
11	215	Jason Sonn	Nashville, TN	F	78	jason-sonn-1	1.5 Pts, 1.4 Reb, 0.6 Ast	SO
34	200	Nick Otis	LaPorte, IN	G	76	nick-otis-1	1.3 Pts, 0.6 Reb, 0.8 Ast	FR
21	210	Chad Caterson		G	75	chad-caterson-1	0.7 Pts, 0.5 Reb, 0.5 Ast	FR
12	150	Vann Patton	Huntsville, AL	G	69	vann-patton-1	0.0 Pts, 0.0 Reb, 0.0 Ast	FR
