number	weight	playerName	hometown	pos	height	playerId	summary	class
3	180	Jason Coleman	Brooklyn, NY	G	76	jason-coleman-1	14.9 Pts, 2.8 Reb, 1.3 Ast	SR
22	210	Damond Williams	Chicago, IL	F	77	damond-williams-1	10.7 Pts, 6.3 Reb, 2.4 Ast	SR
13	193	Adrian Johnson	Bossier City, LA	F	79	adrian-johnson-1	7.1 Pts, 4.3 Reb, 0.4 Ast	SR
10	221	Greg Tucker	Memphis, TN	G	74	greg-tucker-1	7.1 Pts, 2.0 Reb, 2.6 Ast	JR
23	193	Edward Garriet	Beaumont, TX	G	72	edward-garriet-1	7.1 Pts, 1.7 Reb, 0.8 Ast	JR
31	202	Monte' Farmer	Wilson, NC	F	81	monte-farmer-1	5.6 Pts, 4.2 Reb, 0.2 Ast	JR
1	207	Jerrick Oliver	Riverdale, GA	F	79	jerrick-oliver-1	5.4 Pts, 2.8 Reb, 0.7 Ast	JR
2	170	Eldridge Lewis	New Orleans, LA	G	70	eldridge-lewis-1	5.3 Pts, 2.1 Reb, 4.3 Ast	JR
12	215	Marcus Watts	Clinton, SC	F	80	marcus-watts-1	4.3 Pts, 3.0 Reb, 0.6 Ast	FR
		Tom Miley		C	82	tom-miley-1	4.2 Pts, 2.7 Reb, 0.7 Ast	JR
5	288	Larry Jackson	Bridgeport, CT	C	83	larry-jackson-2	3.5 Pts, 2.7 Reb, 0.4 Ast	SR
11	169	Brian Guilbeaux	Sulphur, LA	G	68	brian-guilbeaux-1	1.3 Pts, 0.2 Reb, 0.2 Ast	FR
15	198	Ryan Price	Roanoke, VA	G	74	ryan-price-1	2.0 Pts, 0.0 Reb, 0.0 Ast	FR
