number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	220	Chas Brown	Baltimore, MD	F	80	chas-brown-1	11.7 Pts, 4.7 Reb, 0.7 Ast		SR
21	165	Lucian Brownlee	Lawnside, NJ	G	74	lucian-brownlee-1	3.8 Pts, 0.8 Reb, 0.5 Ast	Haddon Heights HS	SO
13	175	Dejuan Clayton	Bowie, MD	G	74	dejuan-clayton-1	8.8 Pts, 2.1 Reb, 2.4 Ast		FR
2	175	Juwan Davenport	Charlotte, NC	G	75	juwan-davenport-1	3.3 Pts, 3.1 Reb, 0.4 Ast		FR
23	175	Joseph Gripper	Philadelphia, PA	G	73	joseph-gripper-1	2.4 Pts, 0.9 Reb, 1.3 Ast		SR
25	205	Terry Harris Jr	Baltimore, MD	F	80	terry-harrisjr-1	8.6 Pts, 5.5 Reb, 0.9 Ast	Kenwood High School	SR
11	200	Izais Hicks	Staten Island, NY	F	80	izais-hicks-1	2.7 Pts, 3.4 Reb, 0.1 Ast		SR
	180	Rasool Hinson	Camden, NJ	G	75	rasool-hinson-1	1.5 Pts, 1.0 Reb, 0.3 Ast		FR
35	195	Mufaro Murinda	Pomona, CA	F	79	mufaro-murinda-1	0.5 Pts, 0.6 Reb, 0.1 Ast	Upland High School (CA)	SR
22	195	Keith Shivers	Upper Marlboro, MD	G	76	keith-shivers-1	7.3 Pts, 3.9 Reb, 1.5 Ast		SR
15	225	Blake Simpson	Cincinnati, OH	F	79	blake-simpson-1	1.9 Pts, 5.1 Reb, 0.5 Ast	La Salle HS	JR
4	180	Tre' Thomas	Largo, MD	G	75	tre-thomas-1	9.9 Pts, 1.8 Reb, 0.6 Ast		JR
3	205	Joshua Treadwell	Newark, NJ	G	77	joshua-treadwell-1	10.0 Pts, 3.8 Reb, 0.5 Ast		SR
