number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	190	Jonathan Baehre	Frankfurt, Germany	F	81	jonathan-baehre-1	1.2 Pts, 1.0 Reb, 0.2 Ast		FR
5	195	Justin Brown	Miami, FL	G	75	justin-brown-4	1.7 Pts, 0.5 Reb, 0.2 Ast		FR
25	190	Jacob Casper	Asheville, NC	G	75	jacob-casper-1		Carolina Day HS	SR
0	190	Donovan Gilmore	Greensboro, NC	F	79	donovan-gilmore-1		Wesleyan Christian Academy	SO
12	160	Raekwon Miller	Marion, NC	G	75	raekwon-miller-1	7.2 Pts, 1.9 Reb, 2.0 Ast	McDowell HS	JR
3	190	Asante Monadjemi	Durham, NC	F	78	asante-monadjemi-1			JR
33	185	Drew Rackley	New Concord, OH	G	74	drew-rackley-1	2.5 Pts, 0.7 Reb, 0.4 Ast		FR
13	195	David Robertson	Cary, NC	G	75	david-robertson-1	7.4 Pts, 1.0 Reb, 1.2 Ast	Green Hope HS	SR
22	215	Malik Smith	Cleveland, OH	F	78	malik-smith-2	1.5 Pts, 2.1 Reb, 0.5 Ast		FR
31	185	MaCio Teague	Cincinnati, OH	G	75	macio-teague-1	15.2 Pts, 4.8 Reb, 2.5 Ast		FR
14	175	Ahmad Thomas	Danville, VA	G	77	ahmad-thomas-1	15.5 Pts, 5.9 Reb, 2.4 Ast	Hargrave Military Academy	JR
15	230	Grant Townsend	Valrico, FL	F	79	grant-townsend-1	1.2 Pts, 1.0 Reb, 0.2 Ast		FR
10	188	Kevin Vannatta	Upper Arlington, OH	G	75	kevin-vannatta-1	7.9 Pts, 4.0 Reb, 3.0 Ast	Upper Arlington HS	JR
32	235	Will Weeks	Charlotte, NC	F	78	will-weeks-1	6.1 Pts, 3.9 Reb, 2.0 Ast	Christ School	SR
2	195	Alec Wnuk	Cary, NC	F	78	alec-wnuk-1	7.7 Pts, 3.9 Reb, 1.2 Ast	Christ School	JR
21	225	Giacomo Zilli	Udine, Italy	F	81	giacomo-zilli-1	5.8 Pts, 2.5 Reb, 0.8 Ast	Mt. Zion (NC)	SR
