number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
20	200	A.J. Astroth	Tampa, FL	F	78	aj-astroth-1	6.7 Pts, 6.2 Reb, 0.7 Ast	Wharton	SR
15	230	Branden Aughburns	Queens, NY	F	81	branden-aughburns-1	4.3 Pts, 2.6 Reb, 0.1 Ast	Canterbury School	SO
22	210	Trevond Barnes	Lafayette, AL	F	81	trevond-barnes-1	7.1 Pts, 3.0 Reb, 0.1 Ast	LaFayette High School	SO
33	156	Lysander Bracey	Charlotte, NC	G	76	lysander-bracey-1	3.0 Pts, 0.8 Reb, 0.4 Ast		FR
0	177	Jaekwon Carliyle	Philadelphia, PA	G	70	jaekwon-carliyle-1			FR
	225	Trey Carver		G	77	trey-carver-1	0.8 Pts, 1.6 Reb, 0.0 Ast		
4	175	Lawrence Cooks	Charlotte, NC	G	73	lawrence-cooks-1	11.9 Pts, 4.2 Reb, 2.4 Ast	Northside Christian Academy	SR
23	180	Kalin Fisher	Chicago, IL	G	74	kalin-fisher-1	8.0 Pts, 2.3 Reb, 0.5 Ast		SO
11	155	Tre Houston	Atlanta, GA	G	73	tre-houston-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
2	182	Jermaine Marrow	Newport News, VA	G	73	jermaine-marrow-1	14.3 Pts, 2.9 Reb, 3.1 Ast		FR
45	170	Eugene Marshall III	Hackensack, NJ	G	75	eugene-marshalliii-1	0.8 Pts, 0.3 Reb, 0.3 Ast		FR
12	185	Imani Miller	Knoxville, TN	G	73	imani-miller-1	0.9 Pts, 0.9 Reb, 1.3 Ast		SO
25	200	Akim Mitchell	Charlotte, NC	G	77	akim-mitchell-1	3.4 Pts, 2.4 Reb, 0.9 Ast		SO
21	185	Devon Oakley	Chesapeake, VA	G	75	devon-oakley-1	4.2 Pts, 2.8 Reb, 1.3 Ast		SO
1	185	Donald Ralls	Philadelphia, PA	G	72	donald-ralls-1	0.0 Pts, 1.5 Reb, 0.5 Ast	John Harris	JR
35	295	Rasheed Stanley	Duluth, GA	C	85	rasheed-stanley-1		Peachtree Ridge HS	SO
31	205	Charles Wilson-Fisher	Los Angeles, CA	F	81	charle-wilson-fisher-1	5.1 Pts, 5.2 Reb, 0.3 Ast	Quality Education Academy	JR
