number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
5	215	Joel Angus III	Brooklyn, NY	F	79	joel-angusiii-1	2.0 Pts, 1.0 Reb, 0.0 Ast		SR
22	180	Jaylen Benton	Columbus, OH	G	75	jaylen-benton-1	6.5 Pts, 2.1 Reb, 2.8 Ast		JR
12	181	Jamaal Calvin	Chattanooga, TN	G	73	jamaal-calvin-1	6.9 Pts, 3.0 Reb, 2.5 Ast	McCallie Prep	SR
1	175	Antonius Cleveland	Memphis, TN	G	78	antonius-cleveland-1	17.8 Pts, 4.7 Reb, 2.1 Ast	Faith Baptist Christian Academy (GA)	SR
10	155	Jonathan Dalton	New Orleans, LA	G	70	jonathan-dalton-1	1.5 Pts, 0.9 Reb, 1.2 Ast		SO
	183	Dondre Duffus	Palm Beach, FL	G	75	dondre-duffus-1	6.8 Pts, 2.2 Reb, 1.2 Ast		JR
2	154	Tahj Eaddy	West Haven, CT	G	74	tahj-eaddy-1	5.0 Pts, 1.5 Reb, 1.5 Ast		FR
13	215	Trey Kellum	Peoria, IL	F	79	trey-kellum-1	11.7 Pts, 5.8 Reb, 0.6 Ast	Peoria Central	SR
3	185	Ray Kowalski	Concord, NC	G	75	ray-kowalski-1			FR
15	160	Donnie Lewis	Lexington, KY	G	73	donnie-lewis-1			SO
34	213	Denzel Mahoney	Oviedo, FL	G	76	denzel-mahoney-1	11.7 Pts, 3.8 Reb, 1.2 Ast		FR
11	184	Eli Sample	Crystal City, MO	G	76	eli-sample-1	0.8 Pts, 0.0 Reb, 0.1 Ast		SR
23	204	Daniel Simmons	Biggersville, MS	G	74	daniel-simmons-1	6.5 Pts, 1.7 Reb, 1.4 Ast		JR
35	227	William Tchiengang	Yaounde, Cameroon	F	80	william-tchiengang-1	1.9 Pts, 2.6 Reb, 0.0 Ast		JR
4	200	Milos Vranes	Belgrade, Serbia	F	79	milos-vranes-1	6.8 Pts, 3.9 Reb, 0.5 Ast		JR
