number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
21	180	Jeffrey Altidort	Coral Springs, FL	G	73	jeffrey-altidort-1	5.3 Pts, 1.9 Reb, 3.9 Ast		JR
15	185	Reggie Baker	Avon Park, FL	G	76	reggie-baker-1	13.8 Pts, 4.6 Reb, 1.7 Ast		SR
12	210	Quinton Forrest	Windermere, FL	G	77	quinton-forrest-1	11.2 Pts, 5.0 Reb, 1.5 Ast	West Orange HS	SO
	185	Jamal Gaines		G	75	jamal-gaines-1	1.3 Pts, 0.3 Reb, 0.0 Ast		
	165	Danny Harris		G	69	danny-harris-1	2.0 Pts, 0.3 Reb, 0.0 Ast		
11	200	Marquel Ingram	Detroit, MI	G	74	marquel-ingram-1	0.0 Pts, 1.0 Reb, 0.0 Ast	Pershing HS	SO
2	195	Diamante Lewis	Ocala, FL	G	75	diamante-lewis-1	9.9 Pts, 4.1 Reb, 2.6 Ast		SR
32	235	Ulmer Manzie	Columbus, OH	F	79	ulmer-manzie-1	2.9 Pts, 3.6 Reb, 0.6 Ast	Africentric HS	FR
10	185	Jordan Potts	Columbus, OH	G	70	jordan-potts-1		Northland	SR
	220	Rodney Ross		F	80	rodney-ross-1	0.0 Pts, 3.0 Reb, 0.0 Ast		
1	210	Josue Salaam	San Francisco, CA	G	76	josue-salaam-1	3.0 Pts, 1.9 Reb, 0.6 Ast		SR
22	210	Houston Smith	Columbus, OH	G	76	houston-smith-1	2.2 Pts, 2.4 Reb, 0.5 Ast		FR
33	215	Brandon Suggs	Winnebago, IL	F	80	brandon-suggs-1	4.1 Pts, 3.6 Reb, 0.5 Ast		FR
3	200	Brandon Tabb	Hampton, VA	G	77	brandon-tabb-1	19.3 Pts, 5.5 Reb, 2.3 Ast		JR
