number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
10	190	Bryan Alberts	Northridge, CA	G	77	bryan-alberts-1	2.6 Pts, 0.8 Reb, 0.9 Ast	Village Christian HS	SO
15	167	Rem Bakamus	Longview, WA	G	72	rem-bakamus-1	0.0 Pts, 0.3 Reb, 0.1 Ast	Mark Morris HS	SR
2	175	Jack Beach	San Diego, CA	G	74	jack-beach-1		Torrey Pines HS	SO
32	230	Zach Collins	Las Vegas, NV	F	84	zach-collins-1	10.1 Pts, 5.2 Reb, 0.7 Ast		FR
25	294	Ryan Edwards	Kalispell, MT	C	85	ryan-edwards-1	2.3 Pts, 1.0 Reb, 0.2 Ast	Glacier HS	JR
21	225	Rui Hachimura	Sendai, Japan	F	80	rui-hachimura-1	2.3 Pts, 2.0 Reb, 0.1 Ast		FR
22	205	Jeremy Jones	San Antonio, TX	F	77	jeremy-jones-4	0.3 Pts, 1.8 Reb, 0.0 Ast	East Central	SO
24	288	Przemek Karnowski	Torun, Poland	C	85	przemek-karnowski-1	12.5 Pts, 6.0 Reb, 2.1 Ast	Nocolaus Copernicus HS	SR
14	227	Jacob Larsen	Holte, Denmark	C	83	jacob-larsen-1			FR
4	205	Jordan Mathews	Los Angeles, CA	G	75	jordan-mathews-1	11.0 Pts, 3.3 Reb, 1.5 Ast	Santa Monica HS	SR
	178	Silas Melson	Portland, OR	G	76	silas-melson-1	8.3 Pts, 2.9 Reb, 1.7 Ast	Jefferson HS	JR
23	205	Zach Norvell Jr.	Chicago, IL	G	77	zach-norvelljr-1			FR
13	186	Josh Perkins	Park Hill, CO	G	75	josh-perkins-1	10.3 Pts, 2.4 Reb, 3.6 Ast	Huntington Prep HS	SO
33	200	Killian Tillie	Cagnes-sur-mer, France	F	82	killian-tillie-1	5.1 Pts, 4.0 Reb, 0.9 Ast		FR
55	178	Dustin Triano	British Columbia, Canada	G	75	dustin-triano-1	0.3 Pts, 0.5 Reb, 0.0 Ast	New Hampton HS	JR
3	225	Johnathan Williams	Memphis, TN	F	81	johnathan-williams-2	9.1 Pts, 4.6 Reb, 1.1 Ast	Southwind	JR
5	185	Nigel Williams-Goss	Happy Valley, OR	G	75	nigel-williams-goss-1	15.3 Pts, 6.1 Reb, 4.8 Ast	Findlay Prep (NV)	JR
