number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
11	215	Kyle Alexander	Ontario, Canada	F	81	kyle-alexander-1	3.6 Pts, 3.7 Reb, 0.1 Ast		SO
	173	Jordan Bone	Nashville, TN	G	73	jordan-bone-1	6.7 Pts, 0.5 Reb, 2.7 Ast		FR
23	180	Jordan Bowden	Knoxville, TN	G	75	jordan-bowden-1	8.1 Pts, 2.7 Reb, 0.9 Ast		FR
24	180	Lucas Campbell	Knoxville, TN	G	75	lucas-campbell-1	0.0 Pts, 0.0 Reb, 0.0 Ast	Christian Academy of Knoxville	SO
21	235	Lew Evans	Salt Lake City, UT	F	80	lew-evans-1	2.6 Pts, 1.9 Reb, 0.9 Ast	Highland	SR
4	160	Jacob Fleschman	Austin, TX	G	73	jacob-fleschman-1			FR
10	203	John Fulkerson	Kingsport, TN	F	79	john-fulkerson-1	4.7 Pts, 4.6 Reb, 1.0 Ast		FR
3	195	Robert Hubbs	Newbern, TN	G	78	robert-hubbs-1	14.7 Pts, 4.7 Reb, 1.5 Ast	Dyer County HS	SR
13	177	Jalen Johnson	Durham, NC	G	77	jalen-johnson-1			FR
15	170	Detrick Mostella	Decatur, AL	G	75	detrick-mostella-1	10.5 Pts, 3.9 Reb, 1.2 Ast	La Lumiere (IN)	JR
12	181	Kwe Parker	Fayetteville, NC	G	73	kwe-parker-1	1.6 Pts, 1.1 Reb, 1.3 Ast		FR
25	190	Shembari Phillips	Atlanta, GA	G	74	shembari-phillips-1	7.7 Pts, 3.5 Reb, 2.3 Ast	Wheeler HS	SO
5	240	Admiral Schofield	Zion, IL	F	77	admiral-schofield-1	5.2 Pts, 3.2 Reb, 0.5 Ast	Zion-Benton TownshiP HS	SO
1	190	Lamonte Turner	Florence, AL	G	73	lamonte-turner-1	9.1 Pts, 2.1 Reb, 2.8 Ast		FR
2	234	Grant Williams	Charlotte, NC	F	77	grant-williams-1	10.5 Pts, 5.5 Reb, 1.0 Ast		FR
32	180	Brad Woodson	Murfreesboro, TN	G	73	brad-woodson-1	5.0 Pts, 0.0 Reb, 0.0 Ast	Riverdale HS	SO
