number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
4	180	Tyree Crump	Bainbridge, GA	G	73	tyree-crump-1	2.3 Pts, 0.5 Reb, 0.4 Ast		FR
5	220	Pape Diatta	Dakar, Senegal	F	79	pape-diatta-1	3.1 Pts, 2.3 Reb, 0.5 Ast		JR
32	225	Mike Edwards	Westland, MI	F	81	mike-edwards-2	4.3 Pts, 4.2 Reb, 0.5 Ast	John Glenn HS	SO
30	150	J.J. Frazier	Glennville, GA	G	70	jj-frazier-1	16.0 Pts, 3.2 Reb, 4.4 Ast	Faith Baptist Christian HS	SR
25	200	Kenny Paul Geno	Booneville, MS	F	78	kenny-paul-geno-1	2.6 Pts, 2.1 Reb, 0.9 Ast	Bonneville HS	SR
2	185	Jordan Harris	Iron City, GA	G	76	jordan-harris-4	5.4 Pts, 1.4 Reb, 2.1 Ast		FR
11	200	Christian Harrison	Atlanta, GA	G	76	christian-harrison-1		Woodward Academy	SO
	185	William Jackson II	Athens, GA	G	74	william-jacksonii-1	4.2 Pts, 1.2 Reb, 1.0 Ast	Athens Christian	SO
24	225	Houston Kessler	Newnan, GA	F	80	houston-kessler-1	0.6 Pts, 1.3 Reb, 0.0 Ast	Landmark Christian HS	SR
1	240	Yante Maten	Pontiac, MI	F	80	yante-maten-1	20.2 Pts, 8.4 Reb, 1.4 Ast	Bloomfield Hills HS	JR
33	220	Connor O'Neill	Roswell, GA	F	78	connor-oneill-1	0.0 Pts, 0.8 Reb, 0.0 Ast		SO
34	240	Derek Ogbeide	Atlanta, GA	F	80	derek-ogbeide-1	7.3 Pts, 6.7 Reb, 0.9 Ast	Pebblebrook HS	SO
3	200	Juwan Parker	Tulsa, OK	G	76	juwan-parker-1	8.6 Pts, 5.7 Reb, 2.2 Ast	Booker T. Washington HS	JR
13	215	E'Torrion Wilridge	Beaumont, TX	F	78	etorrion-wilridge-1	1.5 Pts, 0.6 Reb, 0.9 Ast		SO
14	160	Brandon Young	Atlanta, GA	G	70	brandon-young-2	0.0 Pts, 0.2 Reb, 0.0 Ast	Marist HS	SR
