number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
12	205	Jordan Abdur-Ra'oof	Rockville, MD	F	79	jordan-abdur-raoof-1		Gonzaga College HS	JR
20	180	Wil Bathurst	Olean, NY	G	75	wil-bathurst-1	3.9 Pts, 3.1 Reb, 1.3 Ast	Olean Central	JR
30	240	Joseph Bayless	Dallas, TX	F	80	joseph-bayless-1	0.6 Pts, 0.0 Reb, 0.1 Ast		SO
21	180	Kyle Brown	Bellevue, WA	G	74	kyle-brown-1	0.3 Pts, 0.3 Reb, 0.1 Ast		JR
15	250	Braxston Bunce	British Columbia, Canada	C	83	braxston-bunce-1		Kelowna Secondary School	SR
23	170	Joel Davis	Goldsboro, NC	G	75	joel-davis-1	2.0 Pts, 0.5 Reb, 0.0 Ast		SO
25	175	JoJo Fallas	Los Angeles, CA	G	71	jojo-fallas-1	5.1 Pts, 1.9 Reb, 1.9 Ast	Shalhevet HS	SR
11	180	Desmond Fleming	The Woodlands, TX	G	71	desmond-fleming-1	0.0 Pts, 0.2 Reb, 0.2 Ast	The Woodlands College Park HS	SR
13	230	Stone Gettings	Malibu, CA	F	81	stone-gettings-1	12.1 Pts, 5.4 Reb, 2.6 Ast	Loyola High School (CA)	SO
32	185	Jack Gordon	Dallas, TX	G	77	jack-gordon-2	0.2 Pts, 0.0 Reb, 0.0 Ast		SO
5	180	Robert Hatter	Houston, TX	G	74	robert-hatter-1	12.5 Pts, 5.0 Reb, 2.7 Ast	Westside HS	SR
10	180	Matt Morgan	Concord, NC	G	75	matt-morgan-1	18.7 Pts, 4.9 Reb, 2.0 Ast	Cox Mill HS (NC)	SO
	230	David Onuorah	Lithonia, GA	F	81	david-onuorah-1	4.0 Pts, 5.0 Reb, 0.0 Ast	Marist	SR
1	180	Darryl Smith	Chesapeake, VA	G	74	darryl-smith-1	4.2 Pts, 2.5 Reb, 0.8 Ast	Blue Ridge	SR
24	195	Pat Smith	Chalfont, PA	G	77	pat-smith-1		Archbishop Wood Catholic HS	JR
22	220	Josh Warren	Downingtown, PA	F	80	josh-warren-3	5.4 Pts, 4.6 Reb, 1.4 Ast		FR
4	185	Troy Whiteside	Knoxville, TN	G	76	troy-whiteside-1	6.4 Pts, 1.9 Reb, 1.4 Ast	The Webb School	SO
3	200	Donovon Wright	Easton, PA	F	77	donovon-wright-1	5.1 Pts, 2.6 Reb, 0.4 Ast		SO
