number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
10	215	Isaac Banks	New Orleans, LA	F	79	isaac-banks-1	5.1 Pts, 4.4 Reb, 0.5 Ast	John Curtis HS	SR
11	185	Desonta Bradford	Humboldt, TN	G	76	desonta-bradford-1	9.8 Pts, 4.3 Reb, 4.4 Ast	Humboldt HS	JR
3	200	David Burrell	Milwaukee, WI	F	78	david-burrell-3	8.3 Pts, 4.1 Reb, 0.6 Ast		JR
	190	T.J. Cromer	Albany, GA	G	75	tj-cromer-1	18.7 Pts, 2.6 Reb, 3.1 Ast	Westover High School	SR
40	206	Tevin Glass	Norcross, GA	F	80	tevin-glass-1	6.6 Pts, 5.6 Reb, 1.1 Ast	Milton	SR
5	230	Peter Jurkin	Juba, South Sudan	C	84	peter-jurkin-1	2.3 Pts, 2.0 Reb, 0.1 Ast	United Faith Christian Academy/Indiana	SR
24	175	Jermaine Long	New Orleans, LA	G	75	jermaine-long-1	2.8 Pts, 1.4 Reb, 1.5 Ast		JR
13	185	A.J. Merriweather	Jackson, TN	G	74	aj-merriweather-1	7.3 Pts, 3.3 Reb, 1.5 Ast	South Side HS	SR
12	225	Hanner Mosquera-Perea	Choco, Colombia	F	81	hanner-mosquera-perea-1	9.1 Pts, 5.1 Reb, 0.6 Ast	La Lumiere School	SR
14	190	Kanayo Obi-Rapu	Greensboro, NC	G	75	kanayo-obi-rapu-1		New Garden Friends	JR
1	175	Devontavius Payne	Carbondale, IL	G	74	devontavius-payne-1	8.4 Pts, 1.8 Reb, 0.7 Ast		JR
23	180	Dillon Reppart	Johnson City, TN	G	75	dillon-reppart-1	2.2 Pts, 0.2 Reb, 0.2 Ast		JR
2	175	Julian Walters	Madison, WI	G	70	julian-walters-1	4.0 Pts, 1.8 Reb, 1.6 Ast		JR
4	185	Jason Williams	Detroit, MI	G	71	jason-williams-10	2.4 Pts, 1.2 Reb, 1.8 Ast		FR
