number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
34	205	Marcus Burk	Indianapolis, IN	G	75	marcus-burk-1	7.9 Pts, 2.3 Reb, 0.8 Ast		FR
5	220	Austin Burnette	Raleigh, NC	F	79	austin-burnette-1	1.3 Pts, 1.8 Reb, 0.6 Ast		FR
24	175	Gray Cheers	Supply, NC	G	75	gray-cheers-1			SO
3	165	Chris Clemons	Raleigh, NC	G	69	chris-clemons-2	23.3 Pts, 4.3 Reb, 2.9 Ast	Milbrook HS	SO
11	165	Josh Crumpler	Fuquay Varina, NC	G	69	josh-crumpler-1	0.0 Pts, 0.3 Reb, 0.0 Ast		SR
	210	Jon Ander Cuadra	Vitoria-Gasteiz, Spain	F	80	jonander-cuadra-1	4.0 Pts, 2.7 Reb, 0.3 Ast		SO
25	195	Andrew Eudy	Lebanon, PA	F	79	andrew-eudy-1	5.8 Pts, 4.6 Reb, 1.9 Ast		SO
22	190	Cory Gensler	Cary, NC	G	76	cory-gensler-1	7.6 Pts, 4.1 Reb, 1.5 Ast		FR
14	235	Nick Greely	Fairmont, WV	F	79	nick-greely-1			FR
	200	Kyre' Hamer	Stone Mountain, GA	G	74	kyre-hamer-1	8.8 Pts, 2.7 Reb, 1.9 Ast	Miller Grove	SR
15	215	Mogga Lado	Nampa, ID	F	80	mogga-lado-1	3.5 Pts, 4.0 Reb, 0.4 Ast		JR
4	200	Khadre Lane	Lawrence, KS	F	77	khadre-lane-1	4.7 Pts, 1.0 Reb, 0.1 Ast		SO
1	220	Damontez Oliver	Glen Allen, VA	F	78	damontez-oliver-1	4.0 Pts, 2.9 Reb, 0.8 Ast		FR
10	185	Nick Parker	Dunn, NC	G	75	nick-parker-1	3.0 Pts, 0.3 Reb, 0.7 Ast	Triton	JR
13	195	Quinton Ray	Clayton, NC	G	72	quinton-ray-1	1.1 Pts, 1.3 Reb, 1.2 Ast	Middle Creek HS	SR
30	175	Wyatt Self	Davidson, NC	G	74	wyatt-self-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
23	195	Jacob Talbert	Southern Pines, NC	G	72	jacob-talbert-1	0.7 Pts, 1.0 Reb, 1.3 Ast	The O'Neal School	SR
32	210	Shane Whitfield	Raleigh, NC	F	79	shane-whitfield-1	13.0 Pts, 4.2 Reb, 1.9 Ast	Word of God Christian Academy	JR
