number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
23	190	Jared Brownridge	Aurora, IL	G	74	jared-brownridge-1	17.1 Pts, 3.3 Reb, 2.9 Ast	Waubonsie Valley HS	SR
21	175	Will Burkett	Watsonville, CA	G	76	will-burkett-1	1.5 Pts, 0.0 Reb, 0.0 Ast		SR
14	200	Evan Crawford	Altadena, CA	G	75	evan-crawford-1	0.0 Pts, 0.8 Reb, 0.2 Ast		SO
13	190	Akil Douglas	San Jose, CA	F	82	akil-douglas-1	2.2 Pts, 1.0 Reb, 0.0 Ast		JR
2	175	KJ Feagin	Long Beach, CA	G	73	kj-feagin-1	14.6 Pts, 3.6 Reb, 4.8 Ast	Long Beach Poly HS	SO
12	170	Matt Hauser	Thousand Oaks, CA	G	74	matt-hauser-1	10.1 Pts, 1.8 Reb, 5.3 Ast	Thousand Oaks HS	SO
	210	Kai Healy	Wahroonga, Australia	G	77	kai-healy-1	5.8 Pts, 3.6 Reb, 1.5 Ast	The Scots College in Bellevue Hill	JR
22	210	Matt Hubbard	Colville, WA	F	81	matt-hubbard-1	1.3 Pts, 1.4 Reb, 0.1 Ast	Colville HS	JR
3	235	Henrik Jadersten	Stockholm, Sweden	F	83	henrik-jadersten-1	5.8 Pts, 3.5 Reb, 0.4 Ast		SO
43	230	Nate Kratch	Watertown, MN	F	78	nate-kratch-1	10.8 Pts, 6.6 Reb, 1.2 Ast	Watertown-Mayer HS	SR
35	260	Tony Lewis	San Antonio, TX	C	80	tony-lewis-3	2.2 Pts, 1.6 Reb, 0.0 Ast	Central Catholic HS	FR
50	270	Emmanuel Ndumanya	Anambra State, Nigeria	C	81	emmanuel-ndumanya-1	3.3 Pts, 4.9 Reb, 0.2 Ast	Junipero Serra HS	JR
4	205	Jarvis Pugh	Murphy, TX	F	78	jarvis-pugh-1	8.9 Pts, 4.9 Reb, 1.5 Ast	Plano East HS	JR
0	245	Julian Roche		C	83	julian-roche-1			FR
15	180	Johnny Sawyer	Hyattsville, MD	G	74	johnny-sawyer-1	0.0 Pts, 0.0 Reb, 0.0 Ast		FR
1	180	Evan Wardlow	Lake View Terrace, CA	G	76	evan-wardlow-1	1.8 Pts, 0.3 Reb, 0.5 Ast	El Camino Real HS	JR
