number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
35	240	Reggie Agbeko	Buffalo, NY	F	79	reggie-agbeko-1	9.8 Pts, 8.2 Reb, 0.7 Ast	South Kent	SR
3	220	Javon Bess	Columbus, OH	G	77	javon-bess-1		Gahanna Lincoln HS	JR
11	160	Jermaine Bishop	Queens, NY	G	73	jermaine-bishop-2	11.6 Pts, 2.9 Reb, 4.7 Ast	Holy Cross HS	SO
32	200	Mike Crawford	Tipton, IN	G	76	mike-crawford-1	8.9 Pts, 4.1 Reb, 1.7 Ast	Tipton HS	SR
1	240	DJ Foreman	Spring Valley, NY	F	80	dj-foreman-1		Massanutten Military Academy	JR
25	210	Austin Gillmann	St. Louis, MO	C	82	austin-gillmann-1	0.7 Pts, 1.4 Reb, 0.2 Ast	Oakville HS	JR
10	210	Adonys Henriquez	Orlando, FL	G	78	adonys-henriquez-1		Orlando Christian Prep	JR
24	175	Aaron Hines	St. Louis, MO	G	72	aaron-hines-1	4.2 Pts, 1.1 Reb, 1.1 Ast	Parkway North HS	JR
20	190	Jalen Johnson	Baton Rouge, LA	F	79	jalen-johnson-2	5.1 Pts, 2.7 Reb, 0.5 Ast		FR
23	175	Zeke Moore	St. Louis, MO	G	78	zeke-moore-1	5.3 Pts, 1.6 Reb, 1.1 Ast		FR
13	220	Matt Neufeld	British Columbia, Canada	C	83	matt-neufeld-1	1.0 Pts, 0.6 Reb, 0.2 Ast	Sunrise Christian (KS)	SO
21	195	Markos Psimitis	Mytilene, Greece	G	77	markos-psimitis-1	0.0 Pts, 0.3 Reb, 0.0 Ast		SO
5	200	Davell Roby	Memphis, TN	G	76	davell-roby-1	10.1 Pts, 3.6 Reb, 3.4 Ast	White Station HS	JR
33	215	Elliott Welmer	Columbus, IN	F	81	elliott-welmer-1	7.7 Pts, 4.6 Reb, 0.5 Ast		FR
