number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
1	225	Aleks Abrams	Newbury Park, CA	F	80	aleks-abrams-1	2.3 Pts, 4.4 Reb, 0.2 Ast	Oaks Christian HS	SO
5	180	Mark Crowe	Dallas, TX	G	77	mark-crowe-1	0.0 Pts, 1.0 Reb, 0.0 Ast		FR
3	160	Donovan Fields	Newburgh, NY	G	70	donovan-fields-1	9.2 Pts, 2.1 Reb, 1.5 Ast		SO
44	229	Zach Gordon	Lynnwood, WA	F	80	zach-gordon-1	2.9 Pts, 3.9 Reb, 0.2 Ast	Archbishop Murphy HS	SR
30	235	Hank Hollingsworth	Chelan, WA	F	82	hank-hollingsworth-1	1.4 Pts, 2.3 Reb, 0.2 Ast	Chelan HS	FR
2	182	Trevor John	Danville, CA	G	75	trevor-john-1	1.0 Pts, 0.2 Reb, 0.0 Ast	Monte Vista HS	SO
20	170	Victor Joseph	Rancho Cucamonga, CA	G	72	victor-joseph-1	9.3 Pts, 1.2 Reb, 0.7 Ast		JR
15	225	Josh Martin	Seattle, WA	F	80	josh-martin-2	10.8 Pts, 8.4 Reb, 1.8 Ast	Bothell	JR
21	203	Luke Meikle	Tacoma, WA	F	81	luke-meikle-1	9.8 Pts, 4.7 Reb, 0.9 Ast	Bellarmine Prep	JR
25	195	Josh Mishler	Fountain Valley, CA	G	77	josh-mishler-1	3.4 Pts, 1.3 Reb, 0.6 Ast		JR
35	210	Jakub Niziol	Wroclaw, Poland	F	79	jakub-niziol-1	2.3 Pts, 1.4 Reb, 0.0 Ast		SO
23	193	Alec Raven	Santa Rosa, CA	G	77	alec-raven-1	0.8 Pts, 0.8 Reb, 0.0 Ast		SO
4	170	Jaylen Shead	Pflugerville, TX	G	73	jaylen-snead-1	8.0 Pts, 4.4 Reb, 5.2 Ast		SO
10	185	Ridge Shipley	Carrollton, TX	G	72	ridge-shipley-1	8.5 Pts, 1.3 Reb, 3.0 Ast	Hebron HS	SR
11	193	Taylor Sutlive	San Antonio, TX	G	75	taylor-sutlive-1	0.8 Pts, 0.4 Reb, 0.0 Ast	Churchill HS	JR
13	175	Kyle Toth	Sunnyvale, CA	G	74	kyle-toth-1	11.4 Pts, 2.7 Reb, 0.7 Ast	Archbishop Mitty	SR
