number	weight	playerName	hometown	pos	height	playerId	summary	high_school	class
41	253	Cole Blackstock	Killen, AL	F	81	cole-blackstock-1	0.0 Pts, 2.0 Reb, 0.0 Ast	Brooks HS	SO
2	195	Bryce Brown	Stone Mountain, GA	G	75	bryce-brown-1	5.5 Pts, 1.2 Reb, 0.6 Ast	Tucker HS	SO
25	175	Mike Cohen	Voorhees, NJ	G	70	mike-cohen-2	0.0 Pts, 0.0 Reb, 0.5 Ast		FR
4	174	T.J. Dunans	Atlanta, GA	G	77	tj-dunans-1	7.5 Pts, 3.5 Reb, 2.5 Ast	M.L. King	SR
1	165	Jared Harper	Mableton, GA	G	70	jared-harper-12	13.7 Pts, 2.3 Reb, 3.1 Ast		FR
5	215	Mustapha Heron	Waterbury, CT	G	77	mustapha-heron-1	16.2 Pts, 6.3 Reb, 1.2 Ast		FR
10	250	Heath Huff	Auburn, AL	F	82	heath-huff-1			FR
35	180	Ronnie Johnson	Indianapolis, IN	G	72	ronnie-johnson-1	5.3 Pts, 1.5 Reb, 1.7 Ast	North Central	SR
21	186	Patrick Keim	Birmingham, AL	G	74	patrick-keim-1	0.5 Pts, 1.0 Reb, 0.5 Ast	Mountain Brook HS	JR
23	193	TJ Lang	Mobile, AL	G	79	tj-lang-1	4.6 Pts, 2.4 Reb, 0.6 Ast	McGill-Toolen HS	JR
22	180	Will Macoy	Birmingham, AL	G	76	will-macoy-1	2.7 Pts, 0.3 Reb, 0.0 Ast		FR
24	210	Anfernee McLemore	Warwick, GA	F	79	anfernee-mclemore-1	3.5 Pts, 3.4 Reb, 0.1 Ast		FR
13	230	DeSean Murray	Stanley, NC	F	76	desean-murray-1		Northside Christian HS	JR
3	230	Danjel Purifoy	Centreville, AL	F	79	danjel-purifoy-1	13.7 Pts, 5.8 Reb, 2.2 Ast		FR
12	195	LaRon Smith	Palm Bay, FL	F	80	laron-smith-1	3.5 Pts, 2.9 Reb, 0.3 Ast	Heritage	SR
	220	Horace Spencer	Philadelphia, PA	F	81	horace-spencer-1	4.7 Pts, 3.6 Reb, 0.5 Ast		SO
52	230	Trey Tate	Dothan, AL	F	78	trey-tate-1	0.0 Pts, 0.0 Reb, 0.0 Ast		SO
31	221	Devin Waddell	Greensboro, NC	G	77	devin-waddell-1	1.2 Pts, 0.8 Reb, 0.5 Ast	Hargrave Military Academy	SR
	255	Austin Wiley		C	83	austin-wiley-1	7.7 Pts, 4.3 Reb, 0.5 Ast		
44	170	New Williams	Inglewood, CA	G	74	new-williams-1		Santa Monica HS	SO
